OG_sentences,gen_sentences,cosine_similarity_BERT,jaccard_similarity_BERT
The snowboarder is leaping over white snow,freebooter running color rainfall,0.3079095,0.36133626103401184
The snowboarder isn't leaping over white snow,freebooter running color rainfall,0.19737756,0.38439411918322247
A leap over white snow is greatly appealing to the snowboarders,plunge color rainfall quantity attract sailing,0.38209766,0.41089407801628114
"A dog is near a ball colored in red, which is in the air",pet vicinity bottle color color airplane,0.27400488,0.5139340351928364
A dog is near the red ball in the air,pet vicinity color bottle airplane,0.22086638,0.417569387704134
A dog is far from the red ball in the air,pet elide color bottle airplane,0.11391492,0.4177156537771225
A dog is jumping in the air to catch a red ball,pet plunge airplane seize color bottle,0.35983336,0.41630249274404424
"A dog, which is small, is playing tirelessly on the green grass",cow young running heartlessness grassland grassland,0.5746033,0.4639102891087532
"A dog, which is small, is playing on the green grass",cow young running grassland grassland,0.5700186,0.46089246273040774
"A dog, which is small, is running out of the green grass",cow young running grassland grassland,0.6524654,0.48580797229494366
A small kid is playing with a green toy dog on the grass,young boy running grassland pet pet grassland,0.7156896,0.45328220454129303
The person is riding a motorbike on a sandy track,man sailing bike grassland follow,0.6775635,0.5065026423510384
The person is riding a motorbike on a track on the sand,man sailing bike follow grassland,0.65198934,0.5306928816594576
The person isn't riding a motorbike on a sandy track,man sailing bike grassland follow,0.29016048,0.5143985654178419
A motorbike rider is jumping over a person on a sandy track,bike bike plunge man grassland follow,0.56365806,0.48617705560865854
A man is riding a motorbike in the event related to motocross,man sailing bike happening associate bike,0.67109895,0.5345198731673392
A person is riding a motorbike in the event related to motocross,man sailing bike happening associate bike,0.5956586,0.5323168917706138
There is no person riding a motorbike in the event related to motocross,man sailing bike happening associate bike,0.32611144,0.5252357870340347
A motocross rider is giving a motorbike to a person at an event,bike bike giving bike man happening,0.7208967,0.5444180637598037
A pink shirt with white writing on it is being worn by a girl who is lying in the grass,color jacket color script being garment boy deceit grassland,0.23861292,0.4776845151378262
A girl is wearing a pink shirt with white writing on it and is lying in the grass,boy garment color jacket color script deceit grassland,0.29401767,0.42901124911648886
A girl is naked and is standing on the grass,boy dark standing grassland,0.4079186,0.4914933164914449
The young girl with a shirt dyed pink is peacefully lying on the grass,young boy jacket colorize color quiet deceit grassland,0.33614185,0.4569828775193956
The young girl with a pink shirt is peacefully lying on the grass,young boy color jacket quiet deceit grassland,0.444398,0.46986888543419214
The young girl with a pink shirt isn't peacefully lying on the grass,young boy color jacket quiet deceit grassland,0.3089832,0.49815726041793823
The young peaceful girl is lying about the grass found in the pink shirt,young quiet boy deceit grassland discover color jacket,0.37735707,0.4681922321518262
A dog of large size is running on the grass with a tennis ball in its mouth,pet quantity quantity running grassland telephone bottle speech,0.40358925,0.4617471649096562
A large dog is running on the grass with a tennis ball in its mouth,quantity pet running grassland telephone bottle speech,0.43346238,0.46795937548513
There is no large dog running on the grass with a tennis ball in its mouth,quantity pet running grassland telephone bottle speech,0.38198522,0.48224328458309174
A large tennis ball is being used to teach a dog to run in the grass and catch it with its mouth,quantity telephone bottle being utilisation learn pet running grassland seize speech,0.6106936,0.5096530879245085
"A dog, which is large and gray, is difficultly carrying a ball in its mouth and running across the grass",cow quantity dark problem bring bottle speech running surpass grassland,0.4146573,0.5146345206669398
"A dog, which is large and gray, is carrying a ball in its mouth and running across the grass",cow quantity dark bring bottle speech running surpass grassland,0.44036195,0.5077969562262297
"A dog, which is large and gray, is dropping a ball from its mouth and stopping in the grass",cow quantity dark landing bottle speech halt grassland,0.3714726,0.523709100484848
"A large, gray ball is hitting a running dog, which is carrying some grass in its mouth",quantity dark bottle impact running cow bring grassland speech,0.44136274,0.507579846628781
A man is opening a package that contains headphones,man publishing wrapping enclosing phone,0.64649725,0.4267987385392189
A man who is wearing headphones is opening a package ,man garment phone publishing wrapping,0.62342036,0.5213604609171549
A woman is riding a brown horse,man sailing dark cow,0.18524134,0.45925553278489545
A woman is riding a horse,man sailing cow,0.11627531,0.45707304610146415
There is no woman riding a horse,man sailing cow,0.1557014,0.4382599949836731
A man is opening a small package that contains headphones,man publishing young wrapping enclosing phone,0.63295156,0.4180527627468109
A man is opening a package that doesn't contain headphones,man publishing wrapping get phone,0.56358063,0.513008433229783
A man is singing and playing the guitar,man cry running cigarette,0.29870668,0.48297026256720227
A man is singing a song and playing the guitar,man cry cry running cigarette,0.28839266,0.4642934282620748
There is no man singing and playing the guitar,man cry running cigarette,0.25459236,0.4837731306369488
A dog is riding a skateboard,pet sailing bike,0.42848352,0.46838174925910103
An animal is riding a skateboard,pet sailing bike,0.23557031,0.4767284327083164
There is no dog riding a skateboard,pet sailing bike,0.2488567,0.4645080864429474
A sea turtle is hunting for fish,sailing cape hunting vessel,0.46704054,0.487428372556513
A sea turtle is hunting for food,sailing cape hunting food,0.6007935,0.5205794356086038
A sea turtle is not hunting for fish,sailing cape hunting vessel,0.24266732,0.48535358905792236
A fish is hunting for a turtle in the sea,vessel hunting cape sailing,0.5116384,0.47539822118622915
The turtle is following the red fish,cape follow color vessel,0.2632217,0.44940854744477704
The turtle is following the fish,cape follow vessel,0.37491512,0.4998931090037028
The turtle isn't following the fish,cape follow vessel,0.19114724,0.4983893091028387
The fish is following the turtle,vessel follow cape,0.41114873,0.5218032797177633
A man is driving a car,man running car,0.8106113,0.587238781981998
The car is being driven by a man,car being leading man,0.8404124,0.560872440536817
There is no man driving the car,man running car,0.4096082,0.5267824769020081
A woman is dipping a prawn in batter,man dip cow fry,0.4228424,0.5156882533005306
A woman is dipping a shrimp in batter,man dip crimp fry,0.5028708,0.46150084478514536
There is no woman dipping a shrimp in batter,man dip crimp fry,0.18801743,0.4720574458440145
A man is playing a guitar under a windows,man running cigarette panel,0.23570289,0.4757292408209581
A man is playing a guitar,man running cigarette,0.27492213,0.497139487001631
There is no man playing a guitar,man running cigarette,0.20404252,0.47334768176078795
A man is playing a piano at a concert,man running panel conference,0.32102025,0.46216073402991664
A man is playing a piano,man running panel,0.21054028,0.4609835214085049
There is no man playing a piano,man running panel,0.24146242,0.458785754442215
A woman is adding ingredients to a big bowl,man boost component quantity bottle,0.15580252,0.4249649814196995
A woman is adding ingredients to a bowl,man boost component bottle,0.14278358,0.4483981529871623
A woman is removing ingredients from a bowl,man delete component bottle,0.3613443,0.47990673780441284
A woman is cracking some eggs into a bowl,man break cow bottle,0.23492442,0.4363658061394325
A woman is cracking some eggs into a container,man break cow vessel,0.2714903,0.44973419262812686
A woman is cracking some eggs outside a bowl,man break cow depart bottle,0.29003185,0.41962128451892305
A woman is slicing a carrot,man cut march,0.15764338,0.4755593478679657
A carrot is being sliced by a woman,march being cut man,0.26099813,0.5005122572183609
There is no woman slicing a carrot,man cut march,0.08673065,0.4613857702775435
A potato is being sliced by a woman,roast being cut man,0.45885217,0.4990331580241521
A woman is slicing a potato,man cut roast,0.42448062,0.47032803297042847
There is no woman slicing a potato,man cut roast,0.09280129,0.4611088525165211
A woman is cooking prawns,man cook roast,0.38572162,0.4848760763804118
A woman is boiling shrimps,man flowing crimp,0.060667276,0.45241905884309247
A woman is not boiling shrimps,man flowing crimp,0.078206435,0.4413167287906011
A woman is combing her hair,man wrapping hair,0.4483618,0.5103142082691192
A woman is arranging her hair,man assembling hair,0.5037682,0.4906283075159246
There is no woman combing her hair,man wrapping hair,0.17243856,0.47402452338825574
A man and a woman are hiking through a wooded area,man man walk lumber vicinity,0.5636791,0.43749978354102687
A man and a woman are walking through a wooded area,man man walk lumber vicinity,0.65523744,0.4467725816525911
A man and a woman are walking through a desert area,man man walk grassland vicinity,0.5755458,0.4569464392132229
A man and a woman are walking together through wooded areas,man man walk assemble lumber sector,0.52942336,0.44486205828817266
A man and a woman are walking together through the woods,man man walk assemble lumber,0.52889884,0.4658132791519165
A man and a woman are walking together through the city,man man walk assemble suburb,0.61491007,0.5065040737390518
A man is making a speech on a podium,man make speech stage,0.8678467,0.584922377879803
A man is speaking on a podium,man talking stage,0.83879757,0.5876355409622193
There is no man speaking on a podium,man talking stage,0.23901436,0.5569885860789906
A podium is where a man is speaking,stage man talking,0.81627953,0.5735986070199446
A man is tanking on a stage in front of a crowd,man filling stage forepart gathering,0.696023,0.5342661989362616
A man is speaking on a stage,man talking stage,0.91565156,0.5982597708702088
There is no man speaking on a stage,man talking stage,0.2501674,0.5753631700168956
A man is speaking about the stage,man talking stage,0.798913,0.6028975307941437
A woman is talking on a telephonic device,man talking telephone institution,0.3691318,0.535175838640758
A woman is talking on a telephone,man talking telephone,0.6523109,0.5468424022197723
A woman is not talking on a telephone,man talking telephone,0.26060736,0.5228376659480009
Two frightened boys are talking on the phone,give frighten boy talking phone,0.8891949,0.519856933504343
Two boys are talking on the phone,give boy talking phone,0.9100745,0.49613548950715497
Two boys are not talking on the phone,give boy talking phone,0.43964785,0.5015253722667694
A monkey is wading through a marsh,cow wandering march,0.36710763,0.5642727216084799
A monkey is wading through a river,cow wandering flowing,0.40008515,0.5330377546223727
There is no monkey wading through a marsh,cow wandering march,0.2797569,0.5428798473798312
A small monkey is walking in the river,young cow walk flowing,0.531028,0.5088564256827036
A small monkey is walking through water,young cow walk watercolor,0.48628843,0.44835032658143475
A monkey isn't walking through water,cow walk watercolor,0.2484065,0.47686777873472735
A man is slicing a bun,man cut right,0.46104425,0.5323051393032074
A man is cutting a bun,man cut right,0.51086366,0.5206378830803765
There is no man slicing a bun,man cut right,0.1369414,0.4867556691169739
A man is slicing a red tomato,man cut color rum,0.42288333,0.4797237018744151
A man is slicing a tomato,man cut rum,0.41495785,0.5449993729591369
There is no man slicing a tomato,man cut rum,0.14202341,0.5329660935835405
A woman is dancing and singing in the rain,man choreography cry rainfall,0.361372,0.4182628750801086
A woman is performing in the rain,man running rainfall,0.3637637,0.4874376654624939
There is no woman dancing and singing in the rain,man choreography cry rainfall,0.32131386,0.43868308514356613
Some women are dancing and singing ,man choreography cry,0.14934963,0.31617839336395265
A woman is dancing and singing with other women,man choreography cry man,0.12509932,0.3517892339399883
A woman is dancing and singing alone,man choreography cry simple,0.2658753,0.3403448313474655
A woman is removing the peel of a potato,man delete cut roast,0.38070527,0.47210965706751895
A woman is peeling a potato,man pillaging roast,0.3501254,0.4189998865127563
There is no woman peeling a potato,man pillaging roast,0.11624114,0.42393397201191296
A woman is slicing a tomato,man cut rum,0.1230416,0.46403157114982607
There is no woman slicing a tomato,man cut rum,0.030924497,0.46235837177796796
A woman is amalgamating eggs,man assembling cow,0.2442161,0.4356607903133739
A woman is mixing eggs,man mixture cow,0.19627665,0.43012814223766327
There is no woman mixing eggs,man mixture cow,0.14925754,0.42272067070007324
The hungry woman is eating,boredom man food,0.4644908,0.4118544061978658
The woman is eating,man food,0.4570592,0.44120341539382935
The woman is drinking,man liquor,0.4432237,0.4554683367411296
A band is performing on a stage,chain running stage,0.52577496,0.45540101528167726
A band is playing on a stage,chain running stage,0.52265716,0.43542307019233706
A band is not performing on a stage,chain running stage,0.27980292,0.44780168208208954
A band is performing onstage,chain running stage,0.5046947,0.4532579051123725
A band is playing onstage,chain running stage,0.495158,0.42692916260825264
There is no band playing,chain running,0.16881141,0.4240551846367972
A man is shaking a drink,man scream liquor,0.6066456,0.5675121545791626
A man is mixing,man mixture,0.77697206,0.5702458918094635
There is no man mixing,man mixture,0.26443964,0.5314094168799264
A man is arranging the garden,man assembling grassland,0.7459496,0.486590916911761
A man is mowing a lawn,man cut grassland,0.8278854,0.5568231886083429
A man is not mowing a lawn,man cut grassland,0.30147845,0.5498996824026108
A man is dancing,man choreography,0.7453046,0.4258972236088344
A man is moving gracefully,man running honor,0.56275266,0.5077889892790053
A man is sitting,man standing,0.36379445,0.5501224299271902
A man is walking in a yard,man walk grassland,0.8891835,0.5471829988739707
A man is walking outside,man walk depart,0.81783205,0.5233887210488319
There is no man walking outside,man walk depart,0.35108536,0.49654009607103133
A black cat is swinging on a fan,dark pet turning lover,0.13356484,0.5224120517571768
A cat is swinging on a fan,pet turning lover,0.11552606,0.5196653544902802
There is no cat swinging on a fan,pet turning lover,-0.0050704367,0.49994591691277246
A cat is stuck on a ceiling fan that is moving,pet halt staircase lover running,0.28254092,0.5076667070388794
A cat is stuck on a moving ceiling fan,pet halt running staircase lover,0.31707427,0.47262514432271324
A cat is playing on a moving ceiling fan,pet running running staircase lover,0.2939218,0.4601847012837728
A man is making music with a flute,man make musicality squelch,0.5256723,0.4588484801352024
A man is playing flute,man running squelch,0.1629791,0.4135172800584273
There is no man playing flute,man running squelch,0.16450846,0.40659214556217194
A man is playing baseball with a flute,man running blouse squelch,0.1470713,0.4275827884674072
A man is playing soccer,man running phone,0.5172176,0.4336966946721077
A man is playing a game with a ball,man running role bottle,0.61060447,0.47368794221144456
There is no man playing soccer,man running phone,0.29965284,0.399407790766822
A soccer man is playing piano,phone man running panel,0.3021176,0.4064194858074188
A man is frying a tortilla,man fry roast,0.8699446,0.5285106235080295
A man is frying food,man fry food,0.96621495,0.5544908717274666
There is no man frying a tortilla,man fry roast,0.32335788,0.5126717269420624
A person is performing a card trick,man running paper deceit,0.3694837,0.4648185521364212
A person is doing a trick with some cards,man deceit paper,0.40408754,0.4670269305889423
Nobody is performing a card trick,somebody running paper deceit,0.25044125,0.4298100634054704
A boy is spanking a man with a plastic sword,boy pushing man paper armour,0.53514916,0.5146840810775757
A boy is spanking a man with a toy weapon,boy pushing man pet armour,0.680137,0.5122795455596026
A boy is spanking a woman with a plastic sword,boy pushing man paper armour,0.39382493,0.49432267160976634
A man is spanking a boy with a plastic sword,man pushing boy paper armour,0.53540885,0.5093142214943381
A boy is whacking a man with a sword,boy pillaging man armour,0.6873565,0.5242279544472694
A man is being hit by a kid with a weapon,man being impact boy armour,0.6608943,0.526383242186378
There is no man being hit,man being impact,0.26675686,0.48717600769466823
A man is whacking a boy with a sword,man pillaging boy armour,0.6868175,0.5168200731277466
The young lady is measuring the ankle of another woman,young man evaluation leg somebody man,0.20750727,0.4577217772603035
The lady is measuring the ankle of another woman,man evaluation leg somebody man,0.18569294,0.43610566428729464
The lady isn't measuring the ankle of another woman,man evaluation leg somebody man,0.16469182,0.4437030591070652
The woman is measuring the other woman,man evaluation man,0.27267113,0.4089292287826538
A woman is being measured by another woman,man being calculate somebody man,0.24552265,0.4038393543316768
The woman is measuring a man,man evaluation man,0.470377,0.4723617302046882
A man is talking on the phone,man talking phone,0.963627,0.6235590875148773
A man is making a phone call,man make phone call,0.970247,0.5935691920193759
There is no man making a phone call,man make phone call,0.30982003,0.5594824105501175
A man is talking on a cell phone,man talking core phone,0.8531138,0.5617476105690002
A man is making a call on a cell phone,man make call core phone,0.8050251,0.5679570039113363
A man is hanging up the phone,man enclosing phone,0.81184924,0.5140491823355356
An animal is rolling from side to side in a garden,pet turning part part grassland,0.6558039,0.46938300132751465
A dog is rolling from side to side,pet turning part part,0.51501435,0.4452438900868098
There is no dog rolling from side to side,pet turning part part,0.12582691,0.4631662185375507
A cute puppy is repeatedly rolling from side to side on its back,lover pet reassert turning part part restore,0.29339564,0.4342759535426185
A puppy is repeatedly rolling from side to side on its back,pet reassert turning part part restore,0.35315537,0.4467187210133201
There is no puppy rolling,pet turning,0.22208497,0.4797200475420271
A machine is sharpening a pencil,car pushing paper,0.389126,0.46705060005187987
A pencil is being sharpened,paper being tighten,0.51029176,0.46726866960525515
A machine is sharpening a knife,car pushing cut,0.376205,0.474730509519577
The machine is shaving the end of a pencil,car hair end paper,0.37644112,0.5086401147501809
A pencil is being shaved by the machine,paper being cut car,0.5214417,0.500228239939763
The machine is not shaving a pencil,car hair paper,0.2593227,0.3998447927561673
A man is playing a keyboard in a park,man running panel station,0.28662723,0.45281046628952026
A man is playing a keyboard,man running panel,0.35103133,0.47056994173261857
A pianist is playing the keyboard,pedal running panel,0.17021044,0.4187331133418613
A person is playing the keyboard,man running panel,0.2932462,0.45825587378607857
A person is not playing the keyboard,man running panel,0.32433993,0.44492810368537905
There is no man playing a keyboard,man running panel,0.2771023,0.4624621391296387
A man is rinsing a large steak,man shower quantity roast,0.55639994,0.47338515520095825
A man is rinsing a large piece of meat,man shower quantity part cow,0.5851759,0.4398069659868876
A man is not rinsing a large steak,man shower quantity roast,0.31397706,0.4868498765505277
A steak is being rinsed with water by a person,roast being shower watercolor man,0.5780441,0.5128298401832581
A person is rinsing a steak with water,man shower roast watercolor,0.50445104,0.4831574513362004
Nobody is rinsing a steak with water,somebody shower roast watercolor,0.23621176,0.494678795337677
A person is chopping a red onion,man cut color roast,0.65307504,0.47605100274086
A person is chopping an onion,man cut roast,0.6591048,0.5325578153133392
A person is not chopping an onion,man cut roast,0.100811705,0.5274314121766523
A person is riding an old motorcycle,man sailing past bike,0.5182878,0.5008378462357954
A person is riding a motorcycle,man sailing bike,0.63582003,0.5194142460823059
A person is standing near a motorcycle,man standing vicinity bike,0.80367464,0.4868563959995906
A sad man is crying,regret man cry,0.8789662,0.5314225554466248
A man is crying,man cry,0.9581137,0.6037402749061584
A man is laughing,man humour,0.82545924,0.5110953251520792
A man is screaming,man scream,0.95112216,0.602728138367335
A man is scared,man frighten,0.89300466,0.5070345401763916
There is no man screaming,man scream,0.22957368,0.5373838032994952
Butter is being chopped into a container by a man,oil being cut vessel man,0.5856106,0.5622884631156921
A man is chopping butter into a container,man cut oil vessel,0.57365257,0.547270839030926
A man is chopping butter into a small container,man cut oil young vessel,0.50851214,0.515704317887624
A prawn is being cut by a woman,cow being cut man,0.37984198,0.5214518721287067
A woman is cutting shrimps,man cut crimp,0.16665891,0.43952993750572206
A woman is not cutting shrimps,man cut crimp,0.01631699,0.4406046813184565
Men are sawing logs,man cut recording,0.5551177,0.5181145370006561
Men are cutting wood,man cut lumber,0.90091336,0.42947643250226974
Women are sawing logs,man cut recording,0.27634704,0.44968439638614655
Some men are sawing,man cut,0.7061983,0.4906635454722813
Men are sawing,man cut,0.7516476,0.5374210178852081
There are no men sawing,man cut,0.1729216,0.5008349493145943
A woman is washing her feet,man shower leg,0.48911977,0.46466585000356037
A woman is brushing her feet,man shower leg,0.32345623,0.44997462299134994
A woman is brushing her hand,man shower man,0.27819532,0.3852040039168464
A woman is chopping a red onion,man cut color roast,0.43519288,0.4020623316367467
A woman is chopping an onion,man cut roast,0.4430013,0.45537603497505186
A woman is not chopping an onion,man cut roast,0.009450843,0.4529375433921814
A man is not playing a guitar,man running cigarette,0.27375278,0.4884649395942688
A musician is playing a keyboard,musicality running panel,0.59463894,0.4388728141784668
A man is playing an electric guitar,man running energy cigarette,0.3455369,0.4820540818301114
A man is spitting on the ground,man squelch grassland,0.5169763,0.44936536039624897
A man is spitting,man squelch,0.7124659,0.47915640142228866
There is no man spitting,man squelch,0.25101,0.4495887041091919
A man is talking on the radio,man talking railway,0.59413,0.5340569734573364
A man is talking,man talking,0.9882499,0.606789251168569
A man is spreading dough,man spreading confection,0.78888625,0.49043042129940456
Dough is being spread by a man,confection being spreading man,0.72956026,0.5549880678837116
A man is lumping dough,man pillaging confection,0.67739046,0.46134650707244873
A woman is slicing meat with a sharp knife,man cut cow straight cut,0.34109998,0.40958003997802733
A woman is slicing meat with a knife,man cut cow cut,0.41554308,0.42217132678398717
There is no woman slicing meat with a knife,man cut cow cut,0.12874949,0.43212880407060894
A happy baby is laughing,celebration boy humour,0.70099074,0.390654519200325
A baby is laughing,boy humour,0.6916282,0.4417332410812378
A baby is crying,boy cry,0.8540826,0.5521090726057688
A man is exercising,man running,0.6869934,0.5371191402276357
A man is doing physical activity,man personality activeness,0.7731995,0.408934086561203
A man is resting,man holiday,0.5931081,0.5476398666699728
Three men are jumping off a tall wall,quarters man plunge mountain mural,0.4187312,0.38285268204552786
Three men are jumping off a wall,quarters man plunge mural,0.42385805,0.40250348548094433
Three men are jumping on a wall,quarters man plunge mural,0.40975755,0.4066813141107559
"Three young men are furiously running, jumping and kicking near a vending machine",quarters young man rage running plunge pushing vicinity sale car,0.74017394,0.471177590744836
"Three young men are running, jumping and kicking near a vending machine",quarters young man running plunge pushing vicinity sale car,0.72497535,0.4387873411178589
"There is no man running, jumping and kicking near a vending machine",man running plunge pushing vicinity sale car,0.28136256,0.48227672414346173
A deer is jumping over a cyclone fence,cow plunge squelch framework,0.442193,0.44854094351039214
A deer is jumping over a wall,cow plunge mural,0.47211003,0.44063078273426404
A deer is standing inside a fence,cow standing ingress framework,0.5858621,0.4563068101803462
The deer is jumping over the low fence,cow plunge lessen framework,0.29390904,0.46421080369215745
The deer is jumping over the fence,cow plunge framework,0.4211589,0.4608639424497431
The deer is not jumping over the fence,cow plunge framework,0.24565297,0.4589936037858327
The oil is being stirred by a man,oil being confound man,0.6286096,0.5942620975630624
The man is stirring oil,man mixture oil,0.83150196,0.5456428825855255
The man is not stirring oil,man mixture oil,0.37593234,0.5343893037901984
The man is stirring the sauce for the chicken,man mixture flavoring cow,0.57102597,0.5310405322483608
The man is cooking sauce for the meat,man cook flavoring cow,0.8071999,0.4927048912415138
The man is not stirring the sauce for the chicken,man mixture flavoring cow,0.4080652,0.5183463295300802
A man is playing guitar,man running cigarette,0.28784883,0.47233103960752487
There is no man playing guitar,man running cigarette,0.21322346,0.45114050308863324
A man is strumming a guitar,man exclaiming cigarette,0.37983376,0.5057722284243658
Three boys in karate uniform are sparring,quarters boy choreography garment dispute,0.44021404,0.4152612411058866
Three boys in karate costumes are fighting,quarters boy choreography clothing dispute,0.49892282,0.39186421724466175
Three boys in karate costumes aren't fighting,quarters boy choreography clothing dispute,0.46546814,0.43509332338968915
Three men are practicing karate in a field,quarters man act choreography grassland,0.52049166,0.37400518655776976
Three men are practicing karate outdoors,quarters man act choreography departure,0.30028203,0.3364980071783066
Three men are practicing karate in a gym,quarters man act choreography rum,0.34419623,0.35814542855535236
Some women are holding each other in a circle and dancing,man seizing round choreography,0.33256933,0.4034021707142101
A few women are holding each other and dancing together,man seizing choreography assemble,0.24033323,0.3943437188863754
A woman is dancing alone,man choreography simple,0.24136302,0.3076835076014201
Two men are playing table tennis,give man running panel telephone,0.3845165,0.34868623451753095
Two men are playing ping pong,give man running pushing pushing,0.25507385,0.3324494578621604
Two men are playing table football,give man running panel phone,0.51226944,0.3365202112631364
A woman is cutting broccoli,man cut blouse,0.21318989,0.4030052572488785
A woman is slicing vegetables,man cut food,0.541488,0.4302723937564426
There is no woman cutting broccoli,man cut blouse,-0.0073668994,0.42163634300231934
A woman is cutting some flowers,man cut color,0.23490284,0.3447967867056529
A woman is cutting some plants,man cut factory,0.36457407,0.3708886504173279
A woman is planting some flowers,man crop color,0.18215004,0.3193470603889889
A white horse is standing,color cow standing,0.62607443,0.49132245033979416
A horse is standing,cow standing,0.5646455,0.5794086555639902
A horse is running,cow running,0.6321062,0.5781026383241018
A woman is cutting a white onion,man cut color roast,0.29078752,0.37515575235540216
A woman is cutting an onion,man cut roast,0.3919625,0.42947159873114693
There is no woman cutting an onion,man cut roast,0.08378282,0.44355556964874265
A cat is playing a piano,pet running panel,0.19032493,0.4550551440980699
A cat is playing a keyboard,pet running panel,0.27473277,0.44201966126759845
There is no cat playing a keyboard,pet running panel,0.21624127,0.44605245590209963
A musician is playing two keyboards,musicality running make panel,0.4744504,0.36941713591416675
A man is playing two keyboards,man running make panel,0.3965796,0.40943538600748236
There is no man playing two keyboards,man running make panel,0.22107469,0.4198339283466339
Mimes are performing on a small stage,makeup running young stage,0.43396905,0.4933975438276927
Mimes are performing on a stage,makeup running stage,0.5450528,0.5157386183738708
There are no mimes performing,pretending running,0.27138072,0.4518397781583998
The men are acting on a stage,man act stage,0.8385141,0.5700514376163482
The men are performing on stage,man running stage,0.58420783,0.5191633237732781
Two men are leaving the stage,give man departure stage,0.8023348,0.42643268704414367
A man is carrying a tree,man bring lumber,0.69596446,0.4938226222991943
A man is carrying a plant,man bring factory,0.59043896,0.5284366806348165
A man is dropping a tree,man landing lumber,0.5227064,0.4610897898674011
A man is picking up a tree,man seizing lumber,0.6869428,0.46673743923505145
A tree is being picked up by a man,lumber being election man,0.55263376,0.48657794509615215
A man is planting a tree,man crop lumber,0.6881876,0.45579426288604735
A man is passionately playing the guitar,man passion running cigarette,0.43633842,0.5065305034319559
A man is playing the guitar,man running cigarette,0.27284765,0.49913401736153495
There is no man playing the guitar,man running cigarette,0.19222301,0.47384955286979674
A man is playing the guitar owner,man running cigarette property,0.35943878,0.4884743365374478
A trumpet is being played by a person,tune being running man,0.26807022,0.5486104029875535
A person is playing a trumpet,man running tune,0.28702956,0.5398436605930328
A person is stopping playing a trumpet ,man halt running tune,0.5106497,0.5441524336735407
A person is listening to a trumpet playing,man interrogation tune running,0.18576747,0.47019087416785105
The badger is burrowing a hole,malefactor pillaging wound,0.41366583,0.4827091852823893
A hole is being burrowed by the badger,wound being corrupt malefactor,0.35835135,0.511736066902385
The badger isn't burrowing a hole,malefactor pillaging wound,0.1423698,0.4920995130258448
"A badger, which is shrewd, is digging the earth",cow thoughtfulness seizing grassland,0.4613234,0.5576170966738746
A badger is shrewdly digging the earth,malefactor thoughtfulness seizing grassland,0.43639314,0.42086315155029297
There is no badger shrewdly digging the earth,malefactor thoughtfulness seizing grassland,0.3003732,0.42536892294883727
Some liquid is being poured into a pan by a man,liquor being throw fry man,0.60926145,0.5159685835242271
A man is pouring liquid into a pot,man flowing liquor bottle,0.5560392,0.5375222166379293
There is no man pouring liquid into a pot,man flowing liquor bottle,0.2457707,0.5274368432851938
The chef is carefully pouring oil in the pan,cook attentiveness flowing oil fry,0.80567944,0.4636947234471639
The chef is carefully pouring some oil into a pan,cook attentiveness flowing oil fry,0.8010695,0.44990159198641777
The chef is carefully drying the oil from the pan,cook attentiveness cooling oil fry,0.82640994,0.45893998071551323
The man is typing on a machine used for stenography,man print car utilisation script,0.5199019,0.5165414288640022
A man is typing on a machine used for stenography,man print car utilisation script,0.5474793,0.5082116983830929
A man is putting away a stenograph machine,man put depart script car,0.5238893,0.531101827110563
The man is cautiously operating a stenograph,man attentiveness running script,0.49186963,0.5573505560557047
The man is operating a stenograph,man running script,0.36483833,0.5703325510025025
The man isn't operating a stenograph,man running script,0.23427647,0.5739838182926178
The man needs a stenograph to operate ,man requirement script act,0.49282852,0.5183868209520975
A snake is being fed a mouse by a man,cow being feeding pet man,0.51585734,0.5436372478802999
One man is feeding a mouse to the snake,somebody man feeding pet cow,0.50249195,0.5092068868024009
No snake is being fed a mouse by a man,cow being feeding pet man,0.27375263,0.5270001331965128
A poor man is being fed snakes and mice,disfavor man being feeding cow cow,0.57067406,0.47691086109946756
The man is carefully feeding a mouse to the snake,man attentiveness feeding pet cow,0.5830828,0.5106130614876747
The man is cautiously feeding a mouse to the snake,man attentiveness feeding pet cow,0.5799389,0.5500625769297282
The man isn't cautiously feeding a mouse to the snake,man attentiveness feeding pet cow,0.40035415,0.5590720415115357
A guy is cheerfully playing with the footbag,boy exhilaration running leg,0.7061735,0.49550487846136093
A guy is cheerfully playing with a footbag,boy exhilaration running leg,0.6896711,0.49513639137148857
There is a guy cheerfully playing with a footbag,boy exhilaration running leg,0.69214284,0.4989517436308019
The man is austerely playing a piano,man quiet running panel,0.3049801,0.5102664369803208
The man is playing a piano,man running panel,0.16317973,0.4802808430459764
The man isn't playing the piano,man running panel,0.35195637,0.4835754470391707
A man is mixing a few ingredients in a bowl,man mixture component bottle,0.5464731,0.5123161120074136
Some ingredients are being mixed in a bowl by a person,component being mixture bottle man,0.4156432,0.5132284462451935
Some ingredients are being separated in a bowl by a person,component being division bottle man,0.40099236,0.5017862096428871
A person is bowling the ingredients to the man at the mixer,man pillaging component man mixture,0.6599834,0.5514669617017111
A woman is vigorously breaking two eggs in a bowl.,man vigour break make cow bottle,0.3489891,0.3801302671432495
A woman is breaking two eggs in a bowl,man break make cow bottle,0.41448295,0.4045429527759552
There is no woman breaking eggs in a bowl,man break cow bottle,0.21112132,0.466362150815817
