pair_ID,sentence_A,sentence_B,relatedness_score,cosine_similarity_BERT,jaccard_similarity_BERT,B_no_stopwords_cosine_BERT,B_no_stopwords_jaccard_BERT
2530,A cat is eating some corn,The cat is eating some corn,1.0,0.99578595,0.49462070564428967,0.978183,0.5966941449377272
2531,A cat is walking away from some corn,A cat is eating some corn,0.42500000000000004,0.64166516,0.5086957131113324,0.6410285,0.5608321970159357
2532,A cat is eating corn on the cob,The cat is eating some corn,0.8999999999999999,0.9802415,0.5245418889181954,0.95506513,0.6377850716764276
2533,A cat is walking away from some corn,A cat is eating corn on the cob,0.7,0.58804286,0.42638589814305305,0.60083723,0.5280823359886805
2534,A cat is eagerly eating corn on the cob,A cat is eating some corn,0.925,0.92285466,0.5514614135026932,0.89705,0.6358572565592252
2535,There is no cat eating corn on the cob,A cat is eating some corn,0.375,0.47914976,0.49775387048721315,0.47880256,0.5925511171420416
2536,A cat is eating corn on the cob,A cat is eating some corn,0.8500000000000001,0.97814685,0.5303275031702859,0.95506513,0.6377850716764276
2537,Someone is slicing a tomato,Someone is cutting a tomato,0.95,0.9764482,0.5372608791698109,0.9448011,0.6328300701247321
2538,Someone is slicing a tomato,Nobody is slicing a tomato,0.725,0.22656497,0.4710235893726349,0.27596435,0.5605019569396973
2539,The person is quickly slicing a vegetable,The person is slicing a vegetable,0.8999999999999999,0.86325306,0.48777801990509034,0.85708445,0.5691272964080175
2540,The person isn't slicing a vegetable,The person is slicing a vegetable,0.77125,0.18627656,0.5342169925570488,0.26269937,0.6058359696314886
2541,The person is quickly slicing a vegetable,Someone is slicing a tomato,0.7,0.81782866,0.40963332993643625,0.84214336,0.46612424155076343
2542,Someone is slicing a tomato,The person isn't slicing a vegetable,0.675,0.0962545,0.29732501904169717,0.8356205,0.4516690135002136
2543,Someone is cutting a tomato,The person is slicing a vegetable,0.8999999999999999,0.8343874,0.3199008107185364,0.8190659,0.4111183484395345
2544,The person is slicing a vegetable,Nobody is slicing a tomato,0.525,0.19057363,0.39319542279610264,0.24660935,0.4654243425889449
2545,Someone is slicing a tomato,The person is slicing a vegetable,0.7749999999999999,0.8694898,0.36201311074770415,0.8356205,0.4516690135002136
2546,A little girl is playing a grand piano on stage,"A little girl is playing a piano, which is very big, on stage",0.8500000000000001,0.9627043,0.3808209204673767,0.9298407,0.5136916206942664
2547,There is no little girl playing a grand piano on stage,A little girl is playing a grand piano on stage,0.44999999999999996,0.55045915,0.49099799281074885,0.53100467,0.5761877754155327
2548,"A girl, who is little, is playing the piano",A little girl is playing the piano,0.9750000000000001,0.9688711,0.5956108007166121,0.96914786,0.6759366313616435
2549,There is no little girl playing the piano,A little girl is playing the piano,0.625,0.455051,0.4861205736796061,0.43604958,0.5732349852720896
2550,A little girl is playing a grand piano on stage,"A girl, who is little, is playing the piano",0.875,0.8345095,0.4296760842913673,0.8346653,0.5318141058087349
2551,There is no little girl playing the piano,A little girl is playing a grand piano on stage,0.4,0.41535723,0.377684043513404,0.4121992,0.48157759649412973
2552,"A little girl is playing a piano, which is very big, on stage",A little girl is playing the piano,0.8500000000000001,0.8700732,0.5802447741681879,0.8269397,0.6235595596464056
2553,A little girl is playing the piano,There is no little girl playing a grand piano on stage,0.65,0.48226526,0.3402174280749427,0.9120447,0.4920297127503615
2554,A little girl is playing a grand piano on stage,A little girl is playing the piano,0.8500000000000001,0.8828205,0.5305850330521079,0.8409203,0.6025918168681008
2555,A man is playing the guitar,A man is playing a guitar,0.9750000000000001,0.9952108,0.4992429514726003,0.9835512,0.6218767563501993
2556,A man is packing a guitar,A man is playing a guitar,0.6,0.62330496,0.4651149908701579,0.6020968,0.5789024697409736
2557,Someone is strumming the guitar,Someone is playing the guitar,0.875,0.9539484,0.5594434340794882,0.92723554,0.6428646147251129
2558,Someone is putting the guitar away,Someone is playing the guitar,0.6,0.5125277,0.5064071633599021,0.5198596,0.5995292464892069
2559,A man is playing a guitar,Someone is strumming the guitar,0.75,0.8752658,0.39321544537177455,0.8716904,0.4567237008701671
2560,A man is playing a guitar,Someone is putting the guitar away,0.55,0.441454,0.4131754885117213,0.45745996,0.48743475079536436
2561,A man is playing the guitar,Someone is playing the guitar,0.8999999999999999,0.89214814,0.4881866899403659,0.86263025,0.5884815520710416
2562,A man is packing a guitar,Someone is playing the guitar,0.525,0.44740656,0.4524416381662542,0.42746696,0.5452036195331149
2563,A man is playing a guitar,Someone is playing the guitar,0.8999999999999999,0.8926109,0.48708488182588056,0.87167346,0.5864241586791145
2564,The man is dancing frantically,The man is dancing,0.825,0.8628511,0.5560991704463959,0.84071094,0.599417045712471
2565,The man is dancing,The man is not dancing,0.7,0.291095,0.4135339922375149,0.97722805,0.6043726901213328
2566,Three women are dancing,A few women are dancing,0.8999999999999999,0.9866444,0.35596481296751237,0.9787859,0.49057987332344055
2567,Three women are standing still,Three women are dancing,0.44999999999999996,0.49585629,0.4737309349907769,0.5066251,0.5015750080347061
2568,The man is dancing,A few women are dancing,0.475,0.6378609,0.3032980031437344,0.6508559,0.49988235036532086
2569,The man is dancing,Three women are standing still,0.175,0.15213835,0.21221653620402017,0.14857545,0.2415299378335476
2570,The man is dancing frantically,Three women are dancing,0.35,0.57608014,0.39258027672767637,0.5739145,0.43092426988813615
2571,The man is not dancing,Three women are dancing,0.475,0.12120261,0.34437769651412964,0.14002326,0.3892762064933777
2572,The man is dancing,Three women are dancing,0.44999999999999996,0.65193754,0.33519336581230164,0.6486276,0.3941884296280997
2573,A man is playing a flute made of bamboo,A man is playing a bamboo flute,0.9750000000000001,0.9858849,0.542234030034807,0.96858495,0.6175618251164754
2574,There is no man playing a bamboo flute,A man is playing a bamboo flute,0.75,0.4228348,0.4767935766893275,0.4299142,0.5531437950474876
2575,The man is playing a flute,A flute is being played by the man,1.0,0.96824586,0.4166000373661518,0.8850491,0.5811699737202037
2576,The man is playing a flute,The man is not playing a flute,0.6,0.3184787,0.44418201049168904,0.96944916,0.5925225994803689
2577,A man is playing a bamboo flute,A flute is being played by the man,0.825,0.89945096,0.41216999642989216,0.8252577,0.5554641435543696
2578,A man is playing a bamboo flute,The man is not playing a flute,0.625,0.33302546,0.4330656938254833,0.90827644,0.5791785717010498
2579,A man is playing a flute made of bamboo,The man is playing a flute,0.7749999999999999,0.9256003,0.5273215805782991,0.8936949,0.6026135299886975
2580,There is no man playing a bamboo flute,The man is playing a flute,0.8,0.37655222,0.47477004677057266,0.381453,0.5428487337552584
2581,A man is playing a bamboo flute,The man is playing a flute,0.8500000000000001,0.93236554,0.4888486504554749,0.90827644,0.5791785717010498
2582,A person is absently cutting mushrooms with a knife,A person is cutting mushrooms with a knife,0.675,0.92415226,0.5326883627308739,0.89792657,0.6049164874213082
2583,A person is cutting mushrooms with a knife,A person is putting away the mushrooms,0.575,0.68496084,0.44551029602686565,0.6294251,0.501346175869306
2584,A person is slicing some mushrooms,A person is cutting some mushrooms,0.925,0.97160643,0.5304832137548007,0.92142487,0.6018815159797668
2585,A person is cutting some mushrooms,There is no person cutting some mushrooms,0.7749999999999999,0.25598636,0.4117391063616826,0.96665716,0.5762511226865981
2586,A person is cutting mushrooms with a knife,A person is slicing some mushrooms,0.925,0.9274818,0.4802319844563802,0.8990354,0.5534246414899826
2587,There is no person cutting some mushrooms,A person is cutting mushrooms with a knife,0.7749999999999999,0.22855881,0.38170432647069297,0.24354039,0.5040107640353116
2588,A person is absently cutting mushrooms with a knife,A person is cutting some mushrooms,0.8,0.8503007,0.5384894162416458,0.7991538,0.6192450431677011
2589,A person is cutting some mushrooms,A person is putting away the mushrooms,0.625,0.73283064,0.4072700830606314,0.70008206,0.4815659523010254
2590,A person is cutting mushrooms with a knife,A person is cutting some mushrooms,0.95,0.9078916,0.5159437869276319,0.862648,0.5995596484704451
2591,A tiger is pacing around a cage,A tiger is walking around a cage,0.95,0.87497944,0.5185262997945149,0.8426355,0.6138189931710561
2592,A tiger is walking outside a cage,A tiger is walking around a cage,0.8500000000000001,0.96177566,0.4640552656991141,0.94873834,0.5629128813743591
2593,A tiger is walking around with no aim,A tiger is walking around aimlessly,0.74125,0.9425116,0.5180768966674805,0.9180937,0.5786618957152734
2594,A tiger is walking around aimlessly,A tiger is sitting,0.6,0.457456,0.4904274615374478,0.4575518,0.5255002379417419
2595,A tiger is aimlessly walking around,A tiger is walking around aimlessly,1.0,0.9954105,0.4982735386916569,0.9725904,0.5611885339021683
2596,A tiger is walking around with no aim,A tiger is walking around a cage,0.7,0.7299644,0.45906250476837157,0.7164995,0.535203625758489
2597,A tiger is sitting,A tiger is walking around a cage,0.475,0.5980884,0.29077367890964856,0.5398602,0.3847176730632782
2598,A tiger is aimlessly walking around,A tiger is walking around a cage,0.8,0.7241516,0.45279610582760405,0.72234046,0.5414261817932129
2599,A tiger is walking around aimlessly,A tiger is pacing around a cage,0.8500000000000001,0.60546017,0.41071404616038004,0.6070657,0.48233628769715625
2600,A tiger is walking outside a cage,A tiger is walking around aimlessly,0.675,0.7229637,0.4287663996219635,0.6609378,0.48232627908388775
2601,A tiger is walking around aimlessly,A tiger is walking around a cage,0.725,0.7141028,0.4527638384274074,0.70907176,0.5396907979791815
2602,A monkey is brushing the dog,The monkey is brushing the dog,1.0,0.99301136,0.4938626190026601,0.9505423,0.5995530353652107
2603,A monkey is brushing the dog,There is no monkey brushing the dog,0.725,0.4058506,0.4162558546433082,0.9505423,0.5995530353652107
2604,A bull dog is being brushed by the monkey,The monkey is brushing a bull dog,0.95,0.95398796,0.5368178673088551,0.94045275,0.6074750469281123
2605,The monkey is brushing a bull dog,The monkey is not brushing a bull dog,0.75,0.58887994,0.4485372304916382,0.95319533,0.585012284192172
2606,The monkey is brushing a bull dog,A bull dog is brushing the monkey,0.725,0.97111887,0.4895852080413273,0.9188281,0.5816207040439952
2607,A bull dog is being brushed by the monkey,A monkey is brushing the dog,0.8,0.8620684,0.5438648422559103,0.83245903,0.624382401506106
2608,A monkey is brushing the dog,The monkey is not brushing a bull dog,0.55,0.51453584,0.39106374979019165,0.87918997,0.5362486124038697
2609,A monkey is brushing the dog,A bull dog is brushing the monkey,0.6,0.8808874,0.4347576590684744,0.85787755,0.5304668307304382
2610,The monkey is brushing a bull dog,The monkey is brushing the dog,0.8999999999999999,0.89605564,0.5154178417645968,0.85788596,0.6157285273075104
2611,The monkey is brushing a bull dog,There is no monkey brushing the dog,0.375,0.44132996,0.44153933014188496,0.85788596,0.6157285273075104
2612,The monkey is brushing a bull dog,A monkey is brushing the dog,0.8500000000000001,0.90818167,0.5135420790085425,0.85788596,0.6157285273075104
2613,A woman is swiftly cutting an onion,A woman is cutting an onion,0.8999999999999999,0.9035926,0.525988540479115,0.90272117,0.6042892932891846
2614,There is no woman cutting an onion,A woman is cutting an onion,0.625,0.3838489,0.464234682229849,0.3825326,0.5697871804237366
2615,The lady is dicing onions,The woman is dicing onions,1.0,0.99776655,0.47291305164496106,0.98153687,0.5389798164367676
2616,The woman is dicing onions,The woman is throwing onions away,0.55,0.8089795,0.47098776201407117,0.7965748,0.530958378314972
2617,The lady is dicing onions,A woman is cutting an onion,0.925,0.8779219,0.4112832496563594,0.88277614,0.549145930343204
2618,The woman is throwing onions away,A woman is cutting an onion,0.5,0.7238167,0.43289680778980255,0.7077446,0.5498365163803101
2619,The woman is dicing onions,A woman is swiftly cutting an onion,0.875,0.856709,0.37964068566049847,0.8405833,0.487170392816717
2620,The woman is dicing onions,There is no woman cutting an onion,0.55,0.33599308,0.401204567689162,0.88248634,0.5952359570397271
2621,The woman is dicing onions,A woman is cutting an onion,0.8999999999999999,0.8789685,0.46191570659478504,0.88248634,0.5952359570397271
2622,A man is wearing a hard hat and dancing,A man is wearing a hat which is hard and is dancing,0.9750000000000001,0.9647845,0.4210336832773118,0.9487548,0.5992366075515747
2623,A man is wearing a hard hat and dancing,A man is naked and standing still,0.22499999999999998,0.22094753,0.42580458894371986,0.20789221,0.4562550874856802
2624,A man is dancing with a worn hard hat,A man is wearing a hard hat and dancing,0.725,0.96113396,0.4794893264770508,0.95450556,0.5922540724277496
2625,A man with a hard hat is dancing,The man with a hard hat is dancing,0.9750000000000001,0.9954087,0.4965708740055561,0.9663801,0.6132350067297617
2626,There is no man with a hard hat dancing,A man with a hard hat is dancing,0.725,0.35377192,0.48073315269806804,0.35253274,0.5884320460833036
2627,The man with a hard hat is dancing,A man is wearing a hard hat and dancing,1.0,0.9813504,0.444806365405812,0.9700438,0.5787409131343548
2628,A man is wearing a hard hat and dancing,There is no man with a hard hat dancing,0.65,0.34372553,0.44762766030099654,0.9611115,0.6102399871899531
2629,A man with a hard hat is dancing,A man is wearing a hat which is hard and is dancing,0.9750000000000001,0.94958377,0.379730686545372,0.9435793,0.5765768977311941
2630,A man is naked and standing still,A man with a hard hat is dancing,0.15000000000000002,0.22555757,0.3462445974349976,0.22288331,0.42861754244024103
2631,A man is dancing with a worn hard hat,A man with a hard hat is dancing,0.875,0.9611057,0.51263827085495,0.9444231,0.6052971207178556
2632,A man is wearing a hard hat and dancing,A man with a hard hat is dancing,0.925,0.986642,0.5060537282158347,0.9611115,0.6102399871899531
2633,Two boys are playing a video game,A couple of boys are playing a video game,0.8999999999999999,0.9961532,0.4191121235489845,0.98414314,0.5236529608567556
2634,Two boys are studying,Two boys are playing a video game,0.4,0.46789166,0.28664308244531805,0.4429509,0.3385651840103997
2635,Two boys on a couch are playing games on the TV,Two boys on a couch are playing video games,0.925,0.9372979,0.5024601489305496,0.9265944,0.5452459138982436
2636,Two boys on a couch are reading a book,Two boys on a couch are playing video games,0.5,0.7070232,0.4145278301503923,0.6718051,0.4604129632314046
2637,Video games of two playing boys are on a couch,Two boys on a couch are playing video games,0.725,0.971766,0.5060596277839259,0.9613098,0.5822725966572762
2638,Two boys on a couch are playing games on the TV,Two boys are playing a video game,0.75,0.820528,0.49168358246485394,0.8150583,0.5328047871589661
2639,Two boys are playing a video game,Two boys on a couch are reading a book,0.525,0.49403197,0.31392187997698784,0.46425128,0.4083937307198842
2640,Video games of two playing boys are on a couch,Two boys are playing a video game,0.475,0.83730197,0.5086086217094871,0.8387141,0.5673038959503174
2641,Two boys on a couch are playing video games,A couple of boys are playing a video game,0.8500000000000001,0.89733964,0.4471454984611935,0.8931066,0.5358009168079921
2642,Two boys are studying,Two boys on a couch are playing video games,0.32499999999999996,0.43778133,0.21862120353258574,0.430995,0.26609607338905333
2643,Two boys on a couch are playing video games,Two boys are playing a video game,0.825,0.89568704,0.5075898170471191,0.89423585,0.565222693341119
2644,A woman is cutting a potato,A woman is slicing a potato,1.0,0.9877053,0.45428642401328456,0.9737946,0.5474644839763642
2645,A woman is slicing a potato,There is no woman slicing a potato,0.675,0.36456317,0.41861165364583336,0.98404,0.5938856547529047
2646,The man is slicing vegetables,Vegetables are being sliced by a man,0.9750000000000001,0.9536191,0.39191182596342905,0.88034785,0.5389291703701019
2647,The man is not slicing vegetables,The man is slicing vegetables,0.825,0.24124011,0.5085162795506991,0.2835934,0.5563558556816794
2648,A woman is slicing a potato,Vegetables are being sliced by a man,0.32499999999999996,0.59352183,0.3483937501907349,0.5895607,0.43791239911859686
2649,The man is not slicing vegetables,A woman is slicing a potato,0.6,0.08321133,0.35794508031436373,0.101089895,0.440298161723397
2650,The man is slicing vegetables,A woman is cutting a potato,0.5,0.6085968,0.3761528631051381,0.59056437,0.49172699451446533
2651,The man is slicing vegetables,There is no woman slicing a potato,0.375,0.14812651,0.30321664043835234,0.6556625,0.4528310298919678
2652,The man is slicing vegetables,A woman is slicing a potato,0.5,0.6532006,0.35142279129761916,0.6556625,0.4528310298919678
2653,The lady is breaking an egg for the mixer,The lady is cracking an egg for the mixer,0.9750000000000001,0.9487265,0.4969404803382026,0.8445077,0.6332243451705346
2654,The lady is cracking an egg for the mixer,The lady isn't cracking an egg for the mixer,0.475,0.39076006,0.4411113053560257,0.88369244,0.6362071266541114
2655,The lady is carefully slicing up the meat,The lady is slicing up the meat,0.825,0.93582535,0.4956118113854352,0.90178484,0.5989626004145696
2656,The lady is slicing up the meat,The lady isn't slicing up the meat,0.7749999999999999,0.28910664,0.4283532698949178,0.9683855,0.6231266359488169
2657,The lady is eating slices of meat,The lady is slicing up the meat,0.6,0.82540244,0.4293961763381958,0.79077375,0.5496203249151056
2658,The lady is carefully slicing up the meat,The lady is cracking an egg for the mixer,0.55,0.47859174,0.40244677000575596,0.48967123,0.5097518104773301
2659,The lady isn't slicing up the meat,The lady is cracking an egg for the mixer,0.22499999999999998,0.077066034,0.4252207687026576,0.20185864,0.5220014112336295
2660,The lady is cracking an egg for the mixer,The lady is eating slices of meat,0.175,0.47903126,0.4358334615826607,0.44554505,0.5038239543254559
2661,The lady is slicing up the meat,The lady is breaking an egg for the mixer,0.21625,0.51761085,0.39458612133474913,0.54824096,0.5168566058079401
2662,The lady isn't cracking an egg for the mixer,The lady is slicing up the meat,0.33375,0.15896764,0.4789222322012249,0.16604778,0.551958703994751
2663,The lady is cracking an egg for the mixer,The lady is slicing up the meat,0.22499999999999998,0.4503414,0.44123098078896017,0.3744231,0.5336486238699693
2664,Some ferrets are climbing down from a shelf,Ferrets are climbing down from a shelf,0.9750000000000001,0.9858322,0.4757063353762907,0.88040525,0.5128104319939246
2665,Ferrets are climbing up a shelf,Ferrets are climbing down from a shelf,0.5,0.94784933,0.4478366017341614,0.93558514,0.5734276934103533
2666,A few ferrets are climbing out of the cage,Several ferrets are climbing out of the cage,0.95,0.9905275,0.5123011971774855,0.89626515,0.5666248997052511
2667,Several ferrets are climbing into the cage,Several ferrets are climbing out of the cage,0.7,0.9587765,0.45046836839002724,0.89505637,0.5543529895635751
2668,A few ferrets are climbing out of the cage,Ferrets are climbing down from a shelf,0.525,0.8575678,0.4610861870977614,0.7408266,0.5269607262951987
2669,Several ferrets are climbing into the cage,Ferrets are climbing down from a shelf,0.675,0.80389094,0.3897507041692734,0.727036,0.4974728375673294
2670,Some ferrets are climbing down from a shelf,Several ferrets are climbing out of the cage,0.675,0.88848495,0.4368864099184672,0.87031484,0.48876847113881794
2671,Ferrets are climbing up a shelf,Several ferrets are climbing out of the cage,0.625,0.82902586,0.3607085794210434,0.8681133,0.4807693312565486
2672,Ferrets are climbing down from a shelf,Several ferrets are climbing out of the cage,0.625,0.8687717,0.39201860918718223,0.8665112,0.479544263619643
2673,A man is getting into an automobile,A man is getting into a car,0.95,0.94859767,0.48895764350891113,0.8966558,0.5959843635559082
2674,A man is getting off the car,A man is getting into a car,0.7749999999999999,0.7876258,0.45987009150641306,0.7976819,0.5937220692634583
2675,A man is hurriedly getting into a car in a garage,A man is getting into a car in a garage,0.925,0.9293348,0.5338248636411584,0.83748156,0.6012831645853379
2676,A man is parking a car in a garage,A man is getting into a car in a garage,0.65,0.9053261,0.4451680403006704,0.83875704,0.5864659547805786
2677,A man is getting into a car in a garage,A man is getting a garage for the car,0.5,0.789274,0.48121063332808645,0.8779318,0.6089565115315574
2678,A man is hurriedly getting into a car in a garage,A man is getting into a car,0.7749999999999999,0.7708342,0.542147371172905,0.71753824,0.5607803650200367
2679,A man is parking a car in a garage,A man is getting into a car,0.6,0.72938615,0.4554343558847904,0.688651,0.5442776729663213
2680,A man is getting a garage for the car,A man is getting into a car,0.42500000000000004,0.6086973,0.47170109674334526,0.6972133,0.6122857431570689
2681,A man is getting into a car in a garage,A man is getting into an automobile,0.8,0.7823041,0.5179857471409965,0.68345475,0.5643369784721961
2682,A man is getting into a car in a garage,A man is getting off the car,0.5,0.58624405,0.483249471468084,0.7385742,0.5824085886661823
2683,A man is getting into a car in a garage,A man is getting into a car,0.8,0.82736135,0.5274068432695725,0.7385742,0.5824085886661823
2684,A person is cutting a capsicum into pieces,A capsicum is being cut into pieces by a person,0.9750000000000001,0.9377476,0.42487362325191497,0.8080889,0.5625538953713008
2685,A person is cutting a capsicum into pieces,Nobody is cutting a capsicum into pieces,0.675,0.22602487,0.4781723793815164,0.2530021,0.5493131237370628
2686,One person is slicing a clove of garlic into pieces,The person is slicing a clove of garlic into pieces,0.9750000000000001,0.96580887,0.481882706284523,0.8929268,0.5628294442829332
2687,The person is slicing a clove of garlic into pieces,The person is not slicing a clove of garlic into pieces,0.5,0.23352516,0.46744121313095094,0.92381394,0.592376643105557
2688,A person is cutting a capsicum into pieces,One person is slicing a clove of garlic into pieces,0.625,0.65200925,0.3753780722618103,0.5735388,0.45379731935613293
2689,A person is cutting a capsicum into pieces,The person is not slicing a clove of garlic into pieces,0.625,0.22005716,0.3525347520004619,0.63222075,0.4666015990078449
2690,A capsicum is being cut into pieces by a person,The person is slicing a clove of garlic into pieces,0.44999999999999996,0.5278088,0.40267176990923675,0.55579185,0.49214858810106915
2691,Nobody is cutting a capsicum into pieces,The person is slicing a clove of garlic into pieces,0.525,0.09380726,0.3121029704809189,0.059760313,0.40872631072998045
2692,The person is slicing a clove of garlic into pieces,A person is cutting a capsicum into pieces,0.525,0.6245468,0.506161610285441,0.54172087,0.5876760026987862
2693,A man is performing with the guitar,A man is playing a guitar,0.925,0.9628782,0.5110620718735915,0.9593119,0.6186687588691712
2694,A man is putting away the guitar,A man is playing a guitar,0.55,0.47703752,0.4981810817351708,0.48568404,0.6035865724086762
2695,The man is gracefully singing and playing the guitar,The man is singing and playing the guitar,0.875,0.90560955,0.531664619843165,0.887568,0.606608829327992
2696,There is no man singing and playing the guitar,The man is singing and playing the guitar,0.75,0.41205633,0.47794778557384715,0.4319684,0.5769495826501113
2697,The man is gracefully singing and playing the guitar,A man is playing a guitar,0.825,0.74615806,0.5365576967597008,0.73900664,0.5972357254761916
2698,There is no man singing and playing the guitar,A man is playing a guitar,0.825,0.44131008,0.5025834282239278,0.44710895,0.5762996822595596
2699,The man is singing and playing the guitar,A man is performing with the guitar,0.825,0.90493727,0.48397416273752847,0.8820913,0.6106513413515958
2700,The man is singing and playing the guitar,A man is putting away the guitar,0.575,0.38729432,0.45458488861719765,0.39535165,0.537234957019488
2701,The man is singing and playing the guitar,A man is playing a guitar,0.825,0.8851423,0.5250769172395978,0.8767112,0.6150136319073763
2702,The person is boiling noodles,A person is boiling noodles,1.0,0.98427486,0.4890338530143102,0.9615642,0.5742111742496491
2703,A person is boiling noodles,There is no person boiling noodles,0.7,0.27690104,0.41282026125834537,0.9861697,0.5656410157680511
2704,Noodles are being boiled in water by a woman,A woman is boiling noodles in water,1.0,0.9503049,0.5385437137202213,0.9422468,0.5961619913578033
2705,A woman is drying noodles,A woman is boiling noodles in water,0.575,0.86889887,0.337585265819843,0.8879285,0.42463318109512327
2706,Noodles are being boiled in water by a woman,A person is boiling noodles,0.8500000000000001,0.7911337,0.48550773718777823,0.76961225,0.5234866499900818
2707,A woman is drying noodles,A person is boiling noodles,0.6,0.74108076,0.3738466609608043,0.7225419,0.428423629866706
2708,A woman is boiling noodles in water,The person is boiling noodles,0.8999999999999999,0.8465933,0.4100347799914224,0.79405975,0.4644678433736165
2709,There is no person boiling noodles,A woman is boiling noodles in water,0.475,0.26813203,0.3180843949317932,0.28462264,0.41498803595701855
2710,A woman is boiling noodles in water,A person is boiling noodles,0.825,0.82296866,0.42745440772601534,0.79405975,0.4644678433736165
2711,A karate practitioner is kicking at another man who is wearing protective boxing gloves,A karate practitioner is kicking at another man who is wearing protective gloves for boxing,0.95,0.98580694,0.47915909208100416,0.9785838,0.5862105281456657
2712,There is no karate practitioner kicking at another man who is wearing protective boxing gloves,A karate practitioner is kicking at another man who is wearing protective boxing gloves,0.825,0.5628717,0.4903177207913892,0.5555699,0.5771105363965034
2713,The man is clumsily kick boxing with a trainer,The man is kick boxing with a trainer,0.875,0.91760063,0.5606535139836764,0.84130883,0.5997053662935893
2714,The man is not kick boxing with a trainer,The man is kick boxing with a trainer,0.675,0.3999504,0.5104483716628131,0.41984528,0.5594449180823106
2715,The man is kicking a boxing trainer,The man is kick boxing with a trainer,0.6625,0.9504372,0.4440602501233419,0.8869696,0.5640551122752103
2716,The man is clumsily kick boxing with a trainer,A karate practitioner is kicking at another man who is wearing protective boxing gloves,0.44999999999999996,0.87381846,0.34004750967025754,0.8537287,0.4156092882156372
2717,A karate practitioner is kicking at another man who is wearing protective boxing gloves,The man is not kick boxing with a trainer,0.6,0.36093557,0.4489913867867511,0.8141498,0.5560198989179399
2718,The man is kicking a boxing trainer,A karate practitioner is kicking at another man who is wearing protective boxing gloves,0.8,0.91205376,0.27071093377612887,0.89649475,0.35019202530384064
2719,The man is kick boxing with a trainer,A karate practitioner is kicking at another man who is wearing protective gloves for boxing,0.625,0.8834056,0.272255117478578,0.870228,0.3575225682819591
2720,The man is kick boxing with a trainer,There is no karate practitioner kicking at another man who is wearing protective boxing gloves,0.5,0.49687746,0.26182556929795636,0.8590338,0.3576940929188448
2721,The man is kick boxing with a trainer,A karate practitioner is kicking at another man who is wearing protective boxing gloves,0.75,0.8735696,0.28096216917037964,0.8590338,0.3576940929188448
2722,"A woman, who is seated, is singing a song and playing the guitar",A seated woman is singing a song and playing the guitar,1.0,0.99206376,0.5663935450407175,0.97262204,0.65874521505265
2723,There is no seated woman singing a song and playing the guitar,A seated woman is singing a song and playing the guitar,0.55,0.5479948,0.48319957567297894,0.5711709,0.5790332290861342
2724,A woman on a boulder is lying on a blanket and reading a book,A woman on a rock is lying on a blanket and reading a book,0.90375,0.99039996,0.5119567390145927,0.9507702,0.6252202874138242
2725,A woman on a rock is lying on a blanket and reading a book,A woman on a rock is standing and looking around,0.64125,0.310329,0.488176425298055,0.30300987,0.5324684946160567
2726,A woman on a rock is lying on a blanket and reading a book,A woman is rocking over a blanket lying on someone reading a book,0.42500000000000004,0.92171466,0.4779175608246415,0.91666377,0.5822752884456089
2727,A woman on a boulder is lying on a blanket and reading a book,A seated woman is singing a song and playing the guitar,0.4,0.5736985,0.4177236442382519,0.58521616,0.46702266874767484
2728,A seated woman is singing a song and playing the guitar,A woman on a rock is standing and looking around,0.175,0.33183837,0.36900754201979863,0.31542143,0.442791149020195
2729,A woman is rocking over a blanket lying on someone reading a book,A seated woman is singing a song and playing the guitar,0.15000000000000002,0.6198847,0.37146012981732685,0.6218678,0.42626322884308665
2730,A woman on a rock is lying on a blanket and reading a book,"A woman, who is seated, is singing a song and playing the guitar",0.2,0.58876264,0.36180970175512905,0.5970223,0.43202338977293536
2731,A woman on a rock is lying on a blanket and reading a book,There is no seated woman singing a song and playing the guitar,0.275,0.40021348,0.3646259674659142,0.60356694,0.46228074133396146
2732,A seated woman is singing a song and playing the guitar,A woman on a rock is lying on a blanket and reading a book,0.22499999999999998,0.5878289,0.3206227493286133,0.56538963,0.4405231090152965
2733,A man is playing an acoustic guitar,A man is playing a guitar that is acoustic,0.9750000000000001,0.98384684,0.4281575493514538,0.97652936,0.5950454094193198
2734,A man is packing away an acoustic guitar,A man is playing an acoustic guitar,0.65,0.5887853,0.494746987024943,0.59230375,0.5860960334539413
2735,The woman is playing a guitar which is electric,The woman is playing an electric guitar,0.95,0.9775599,0.5496080033481121,0.9626261,0.630595862865448
2736,The woman is playing an electric guitar,The woman is not playing an electric guitar,0.55,0.5098324,0.446685000260671,0.98017305,0.6003665328025818
2737,A man is playing an acoustic guitar,The woman is playing a guitar which is electric,0.6,0.6682102,0.34471243619918823,0.6151216,0.4895406257022511
2738,The woman is not playing an electric guitar,A man is playing an acoustic guitar,0.5,0.28494424,0.3920814673105876,0.28001553,0.4624745597441991
2739,The woman is playing an electric guitar,A man is playing a guitar that is acoustic,0.625,0.68061304,0.3506687395274639,0.6310039,0.4875495000319047
2740,A man is packing away an acoustic guitar,The woman is playing an electric guitar,0.4,0.29977906,0.3992290695508321,0.26623434,0.4775872627894084
2741,The woman is playing an electric guitar,A man is playing an acoustic guitar,0.65,0.6928812,0.39707196184567045,0.6459725,0.4877797581932761
