pair_ID,sentence_A,sentence_B,relatedness_score,cosine_similarity_BERT
1005,"A boy in a red shirt is in front a wall, which is long and blue, and is suspiciously raising an eyebrow at the camera",A boy is standing in front of the blue building in the space reserved for handicapped people,0.32499999999999996,0.4783615
1006,"A boy in a red shirt is behind a long blue wall and is lowering an eyebrow, facing the camera",A boy is standing in front of the blue building in the space reserved for handicapped people,0.30000000000000004,0.5564199
1007,A boy in a red shirt is in front of a long blue wall and is suspiciously raising an eyebrow at the camera,A boy is standing in front of the blue building in the space reserved for handicapped people,0.35,0.5361546
1008,"The Jockeys are riding horses on the field, which is completely green","The Jockeys are racing horses on the field, which is completely green",0.925,0.94586796
1009,"The Jockeys are racing horses on the field, which is completely green","The Jockeys are slowing down their horses on the field, which is completely green",0.8,0.8132838
1010,The green field for horse races is completely full of Jockeys,"The Jockeys are racing horses on the field, which is completely green",0.75,0.89028114
1011,A few horses are racing furiously over the green grass and jumping the obstacle,Some horses are racing furiously over the green grass and jumping an obstacle,0.925,0.99613965
1012,Some horses are racing furiously over the green grass and jumping an obstacle,Some horses are resting on the green grass,0.55,0.38070983
1013,Some furious racers on the green grass are yelling at the horses jumping an obstacle,Some horses are racing furiously over the green grass and jumping an obstacle,0.6,0.881055
1014,"The Jockeys are racing horses on the field, which is completely green",A few horses are racing furiously over the green grass and jumping the obstacle,0.625,0.8115553
1015,Some horses are resting on the green grass,"The Jockeys are racing horses on the field, which is completely green",0.475,0.43520617
1016,Some furious racers on the green grass are yelling at the horses jumping an obstacle,"The Jockeys are racing horses on the field, which is completely green",0.44999999999999996,0.72047305
1017,"The Jockeys are riding horses on the field, which is completely green",Some horses are racing furiously over the green grass and jumping an obstacle,0.575,0.7410073
1018,Some horses are racing furiously over the green grass and jumping an obstacle,"The Jockeys are slowing down their horses on the field, which is completely green",0.5,0.6062888
1019,Some horses are racing furiously over the green grass and jumping an obstacle,The green field for horse races is completely full of Jockeys,0.725,0.7898487
1020,Some horses are racing furiously over the green grass and jumping an obstacle,"The Jockeys are racing horses on the field, which is completely green",0.65,0.81925386
1021,A woman is wearing sunglasses of large size and is holding newspapers in both hands,The woman is wearing sunglasses of large size and is holding newspapers in both hands,1.0,0.99410903
1022,A woman is wearing sunglasses of large size and is holding newspapers in both hands,There is no woman wearing sunglasses of large size and holding newspapers in both hands,0.7,0.42732203
1023,A woman is wearing sunglasses of large size and is holding newspapers in both hands,A newspaper is featuring a woman with large sized hands holding sunglasses and wearing a coat,0.4,0.91595787
1024,An old woman is wearing a rose patterned shirt and is clumsily carrying two newspapers,An old woman is wearing a shirt with a rose pattern upon it and is clumsily carrying two newspapers,0.95,0.99187607
1025,An old woman is shirtless and is clumsily dropping two newspapers,An old woman is wearing a rose patterned shirt and is clumsily carrying two newspapers,0.6,0.72548366
1026,An old woman is wearing a shirt with a rose pattern upon it and is clumsily carrying two newspapers,A woman is wearing sunglasses of large size and is holding newspapers in both hands,0.65,0.7630036
1027,An old woman is shirtless and is clumsily dropping two newspapers,A woman is wearing sunglasses of large size and is holding newspapers in both hands,0.35,0.52100205
1028,An old woman is wearing a rose patterned shirt and is clumsily carrying two newspapers,The woman is wearing sunglasses of large size and is holding newspapers in both hands,0.625,0.7482476
1029,An old woman is wearing a rose patterned shirt and is clumsily carrying two newspapers,There is no woman wearing sunglasses of large size and holding newspapers in both hands,0.5,0.42687798
1030,An old woman is wearing a rose patterned shirt and is clumsily carrying two newspapers,A newspaper is featuring a woman with large sized hands holding sunglasses and wearing a coat,0.25,0.71807814
1031,An old woman is wearing a rose patterned shirt and is clumsily carrying two newspapers,A woman is wearing sunglasses of large size and is holding newspapers in both hands,0.7,0.76539946
1032,One person who is practicing snowboarding jumps into the air,A person who is practicing snowboarding jumps into the air,1.0,0.9638412
1033,A person who is practicing snowboarding falls from the air,A person who is practicing snowboarding jumps into the air,0.625,0.863726
1034,A practicing jumper is tossing a person's snowboard into the air,A person who is practicing snowboarding jumps into the air,0.625,0.90723515
1035,The snowboarder is leaping fearlessly over white snow,The snowboarder is leaping over white snow,0.875,0.974297
1036,The snowboarder isn't leaping over white snow,The snowboarder is leaping over white snow,0.65,0.55606073
1037,The snowboarder is leaping over white snow,A leap over white snow is greatly appealing to the snowboarders,0.55,0.7585628
1038,The snowboarder is leaping fearlessly over white snow,A person who is practicing snowboarding jumps into the air,0.725,0.84646916
1039,The snowboarder isn't leaping over white snow,A person who is practicing snowboarding jumps into the air,0.575,0.4926804
1040,A person who is practicing snowboarding jumps into the air,A leap over white snow is greatly appealing to the snowboarders,0.475,0.74458563
1041,The snowboarder is leaping over white snow,One person who is practicing snowboarding jumps into the air,0.75,0.8231836
1042,A person who is practicing snowboarding falls from the air,The snowboarder is leaping over white snow,0.6,0.73922884
1043,A practicing jumper is tossing a person's snowboard into the air,The snowboarder is leaping over white snow,0.44999999999999996,0.79687685
1044,The snowboarder is leaping over white snow,A person who is practicing snowboarding jumps into the air,0.7749999999999999,0.83878565
1045,"A dog is near a ball colored in red, which is in the air",A dog is near the red ball in the air,0.9750000000000001,0.96969515
1046,A dog is near the red ball in the air,A dog is far from the red ball in the air,0.65,0.55889726
1047,A dog is jumping in the air to catch a red ball,A dog is near the red ball in the air,0.8,0.81545866
1048,"A dog, which is small, is playing tirelessly on the green grass","A dog, which is small, is playing on the green grass",0.925,0.9040634
1049,"A dog, which is small, is playing on the green grass","A dog, which is small, is running out of the green grass",0.725,0.77882135
1050,"A dog, which is small, is playing on the green grass",A small kid is playing with a green toy dog on the grass,0.44999999999999996,0.9305155
1051,A dog is near the red ball in the air,"A dog, which is small, is playing tirelessly on the green grass",0.475,0.49378005
1052,"A dog, which is small, is running out of the green grass",A dog is near the red ball in the air,0.4,0.53487647
1053,A dog is near the red ball in the air,A small kid is playing with a green toy dog on the grass,0.2,0.49373066
1054,"A dog, which is small, is playing on the green grass","A dog is near a ball colored in red, which is in the air",0.35,0.5835861
1055,A dog is far from the red ball in the air,"A dog, which is small, is playing on the green grass",0.25,0.4416638
1056,A dog is jumping in the air to catch a red ball,"A dog, which is small, is playing on the green grass",0.475,0.5287514
1057,A dog is near the red ball in the air,"A dog, which is small, is playing on the green grass",0.42500000000000004,0.55740213
1058,The person is riding a motorbike on a sandy track,The person is riding a motorbike on a track on the sand,0.9750000000000001,0.93670964
1059,The person isn't riding a motorbike on a sandy track,The person is riding a motorbike on a sandy track,0.625,0.42042094
1060,A motorbike rider is jumping over a person on a sandy track,The person is riding a motorbike on a sandy track,0.675,0.85536414
1061,A man is riding a motorbike in the event related to motocross,A person is riding a motorbike in the event related to motocross,0.8500000000000001,0.92648673
1062,A person is riding a motorbike in the event related to motocross,There is no person riding a motorbike in the event related to motocross,0.65,0.3894857
1063,A person is riding a motorbike in the event related to motocross,A motocross rider is giving a motorbike to a person at an event,0.625,0.89935094
1064,The person is riding a motorbike on a sandy track,A man is riding a motorbike in the event related to motocross,0.65,0.64528203
1065,There is no person riding a motorbike in the event related to motocross,The person is riding a motorbike on a sandy track,0.64125,0.34510335
1066,The person is riding a motorbike on a sandy track,A motocross rider is giving a motorbike to a person at an event,0.4,0.60073286
1067,The person is riding a motorbike on a track on the sand,A person is riding a motorbike in the event related to motocross,0.6,0.7043375
1068,A person is riding a motorbike in the event related to motocross,The person isn't riding a motorbike on a sandy track,0.575,0.33775297
1069,A motorbike rider is jumping over a person on a sandy track,A person is riding a motorbike in the event related to motocross,0.575,0.6698679
1070,The person is riding a motorbike on a sandy track,A person is riding a motorbike in the event related to motocross,0.7,0.6940296
1071,A pink shirt with white writing on it is being worn by a girl who is lying in the grass,A girl is wearing a pink shirt with white writing on it and is lying in the grass,0.875,0.9611883
1072,A girl is wearing a pink shirt with white writing on it and is lying in the grass,A girl is naked and is standing on the grass,0.44999999999999996,0.4770444
1073,The young girl with a shirt dyed pink is peacefully lying on the grass,The young girl with a pink shirt is peacefully lying on the grass,0.9750000000000001,0.9884252
1074,The young girl with a pink shirt is peacefully lying on the grass,The young girl with a pink shirt isn't peacefully lying on the grass,0.875,0.6088698
1075,The young peaceful girl is lying about the grass found in the pink shirt,The young girl with a pink shirt is peacefully lying on the grass,0.875,0.92945236
1076,A girl is wearing a pink shirt with white writing on it and is lying in the grass,The young girl with a shirt dyed pink is peacefully lying on the grass,0.7749999999999999,0.9202347
1077,A girl is wearing a pink shirt with white writing on it and is lying in the grass,The young girl with a pink shirt isn't peacefully lying on the grass,0.675,0.6337644
1078,The young peaceful girl is lying about the grass found in the pink shirt,A girl is wearing a pink shirt with white writing on it and is lying in the grass,0.65,0.90896714
1079,The young girl with a pink shirt is peacefully lying on the grass,A pink shirt with white writing on it is being worn by a girl who is lying in the grass,0.8,0.87519526
1080,The young girl with a pink shirt is peacefully lying on the grass,A girl is naked and is standing on the grass,0.575,0.43858892
1081,The young girl with a pink shirt is peacefully lying on the grass,A girl is wearing a pink shirt with white writing on it and is lying in the grass,0.7749999999999999,0.90967727
1082,A dog of large size is running on the grass with a tennis ball in its mouth,A large dog is running on the grass with a tennis ball in its mouth,0.925,0.98267716
1083,There is no large dog running on the grass with a tennis ball in its mouth,A large dog is running on the grass with a tennis ball in its mouth,0.625,0.5992292
1084,A large dog is running on the grass with a tennis ball in its mouth,A large tennis ball is being used to teach a dog to run in the grass and catch it with its mouth,0.7,0.79807293
1085,"A dog, which is large and gray, is difficultly carrying a ball in its mouth and running across the grass","A dog, which is large and gray, is carrying a ball in its mouth and running across the grass",0.8500000000000001,0.96569145
1086,"A dog, which is large and gray, is dropping a ball from its mouth and stopping in the grass","A dog, which is large and gray, is carrying a ball in its mouth and running across the grass",0.4,0.8848914
1087,"A dog, which is large and gray, is carrying a ball in its mouth and running across the grass","A large, gray ball is hitting a running dog, which is carrying some grass in its mouth",0.525,0.920382
1088,A large dog is running on the grass with a tennis ball in its mouth,"A dog, which is large and gray, is difficultly carrying a ball in its mouth and running across the grass",0.8,0.8741391
1089,A large dog is running on the grass with a tennis ball in its mouth,"A dog, which is large and gray, is dropping a ball from its mouth and stopping in the grass",0.625,0.80301905
1090,"A large, gray ball is hitting a running dog, which is carrying some grass in its mouth",A large dog is running on the grass with a tennis ball in its mouth,0.36250000000000004,0.8514078
1091,"A dog, which is large and gray, is carrying a ball in its mouth and running across the grass",A dog of large size is running on the grass with a tennis ball in its mouth,0.8,0.9261357
1092,"A dog, which is large and gray, is carrying a ball in its mouth and running across the grass",There is no large dog running on the grass with a tennis ball in its mouth,0.6,0.5645024
1093,A large tennis ball is being used to teach a dog to run in the grass and catch it with its mouth,"A dog, which is large and gray, is carrying a ball in its mouth and running across the grass",0.55,0.74643254
1094,"A dog, which is large and gray, is carrying a ball in its mouth and running across the grass",A large dog is running on the grass with a tennis ball in its mouth,0.8500000000000001,0.9010213
1097,A man is opening a package that contains headphones,A man who is wearing headphones is opening a package ,0.475,0.965722
1098,A woman is riding a brown horse,A woman is riding a horse,0.8500000000000001,0.7576589
1099,There is no woman riding a horse,A woman is riding a horse,0.44999999999999996,0.4442873
1100,A man is opening a package that contains headphones,A woman is riding a brown horse,0.0,-0.03935206
1101,There is no woman riding a horse,A man is opening a package that contains headphones,0.0,-0.07065977
1102,A woman is riding a horse,A man is opening a small package that contains headphones,0.0,-0.11252998
1103,A woman is riding a horse,A man is opening a package that doesn't contain headphones,0.025000000000000022,-0.13541709
1104,A man who is wearing headphones is opening a package ,A woman is riding a horse,0.04999999999999999,-0.04771938
1105,A woman is riding a horse,A man is opening a package that contains headphones,0.025000000000000022,-0.062190134
1106,A man is opening a small package that contains headphones,A man is opening a package that contains headphones,0.825,0.93345845
1107,A man is opening a package that contains headphones,A man is opening a package that doesn't contain headphones,0.6,0.7413487
1109,A man is singing and playing the guitar,A man is singing a song and playing the guitar,0.9750000000000001,0.983928
1110,There is no man singing and playing the guitar,A man is singing and playing the guitar,0.4,0.40931776
1111,A man is singing a song and playing the guitar,A man is opening a package that contains headphones,0.04999999999999999,0.39797413
1112,A man is opening a package that contains headphones,There is no man singing and playing the guitar,0.04999999999999999,0.11292612
1113,A man is opening a small package that contains headphones,A man is singing and playing the guitar,0.125,0.41221616
1114,A man is opening a package that doesn't contain headphones,A man is singing and playing the guitar,0.025000000000000022,0.24800247
1115,A man is singing and playing the guitar,A man who is wearing headphones is opening a package ,0.22499999999999998,0.41535538
1116,A man is singing and playing the guitar,A man is opening a package that contains headphones,0.125,0.42634377
1121,A dog is riding a skateboard,An animal is riding a skateboard,0.875,0.6808445
1122,There is no dog riding a skateboard,A dog is riding a skateboard,0.7,0.31787255
1126,A sea turtle is hunting for fish,A sea turtle is hunting for food,0.875,0.9788112
1127,A sea turtle is not hunting for fish,A sea turtle is hunting for fish,0.6,0.5772147
1128,A fish is hunting for a turtle in the sea,A sea turtle is hunting for fish,0.725,0.9566164
1129,The turtle is following the red fish,The turtle is following the fish,0.8999999999999999,0.8477967
1130,The turtle is following the fish,The turtle isn't following the fish,0.75,0.59562993
1131,The turtle is following the fish,The fish is following the turtle,0.7,0.9913106
1132,A sea turtle is hunting for fish,The turtle is following the red fish,0.75,0.75632685
1133,A sea turtle is hunting for fish,The turtle isn't following the fish,0.55,0.5802573
1134,The fish is following the turtle,A sea turtle is hunting for fish,0.55,0.8611698
1135,The turtle is following the fish,A sea turtle is hunting for food,0.725,0.8328436
1136,The turtle is following the fish,A sea turtle is not hunting for fish,0.6,0.5162989
1137,A fish is hunting for a turtle in the sea,The turtle is following the fish,0.625,0.84600705
1138,A sea turtle is hunting for fish,The turtle is following the fish,0.7,0.86833143
1139,A man is driving a car,The car is being driven by a man,1.0,0.89970297
1140,There is no man driving the car,A man is driving a car,0.65,0.4226272
1141,A woman is dipping a prawn in batter,A woman is dipping a shrimp in batter,0.8500000000000001,0.9117751
1142,There is no woman dipping a shrimp in batter,A woman is dipping a shrimp in batter,0.7749999999999999,0.4767819
1143,A woman is dipping a prawn in batter,A man is driving a car,0.0,0.015202003
1144,A man is driving a car,There is no woman dipping a shrimp in batter,0.0,0.040918384
1145,A woman is dipping a shrimp in batter,The car is being driven by a man,0.09999999999999998,0.0010108426
1146,A woman is dipping a shrimp in batter,There is no man driving the car,0.0,0.011851081
1147,A woman is dipping a shrimp in batter,A man is driving a car,0.0,0.027196823
1148,A man is playing a guitar under a windows,A man is playing a guitar,0.875,0.87455124
1149,There is no man playing a guitar,A man is playing a guitar,0.44999999999999996,0.3530773
1150,A man is playing a piano at a concert,A man is playing a piano,0.875,0.86437035
1151,A man is playing a piano,There is no man playing a piano,0.725,0.3164779
1152,A man is playing a piano at a concert,A man is playing a guitar,0.44999999999999996,0.3634793
1153,There is no man playing a piano,A man is playing a guitar,0.375,0.17037904
1154,A man is playing a guitar under a windows,A man is playing a piano,0.35,0.44608402
1155,There is no man playing a guitar,A man is playing a piano,0.55,0.12558487
1156,A man is playing a piano,A man is playing a guitar,0.42500000000000004,0.38284546
1157,A woman is adding ingredients to a big bowl,A woman is adding ingredients to a bowl,0.8999999999999999,0.931424
1158,A woman is removing ingredients from a bowl,A woman is adding ingredients to a bowl,0.575,0.83715487
1159,A woman is cracking some eggs into a bowl,A woman is cracking some eggs into a container,0.8999999999999999,0.97517574
1160,A woman is cracking some eggs into a bowl,A woman is cracking some eggs outside a bowl,0.65,0.9336261
1161,A woman is cracking some eggs into a container,A woman is adding ingredients to a bowl,0.825,0.7048687
1162,A woman is cracking some eggs outside a bowl,A woman is adding ingredients to a bowl,0.625,0.68485975
1163,A woman is adding ingredients to a big bowl,A woman is cracking some eggs into a bowl,0.825,0.7397881
1164,A woman is cracking some eggs into a bowl,A woman is removing ingredients from a bowl,0.625,0.5856011
1165,A woman is cracking some eggs into a bowl,A woman is adding ingredients to a bowl,0.7749999999999999,0.73628104
1166,A woman is slicing a carrot,A carrot is being sliced by a woman,1.0,0.95395136
1167,There is no woman slicing a carrot,A woman is slicing a carrot,0.7749999999999999,0.3824694
1168,A potato is being sliced by a woman,A woman is slicing a potato,1.0,0.9697132
1169,There is no woman slicing a potato,A woman is slicing a potato,0.725,0.36456317
1170,A potato is being sliced by a woman,A woman is slicing a carrot,0.5,0.7892115
1171,A woman is slicing a carrot,There is no woman slicing a potato,0.55,0.2858772
1172,A woman is slicing a potato,A carrot is being sliced by a woman,0.525,0.86892676
1173,A woman is slicing a potato,There is no woman slicing a carrot,0.55,0.31459433
1174,A woman is slicing a potato,A woman is slicing a carrot,0.55,0.84739363
1175,A woman is cooking prawns,A woman is boiling shrimps,0.7749999999999999,0.82635295
1176,A woman is not boiling shrimps,A woman is boiling shrimps,0.54625,0.29070055
1177,A woman is combing her hair,A woman is arranging her hair,0.7749999999999999,0.8665547
1178,A woman is combing her hair,There is no woman combing her hair,0.65,0.4177587
1179,A woman is boiling shrimps,A woman is arranging her hair,0.04999999999999999,0.46019787
1180,A woman is boiling shrimps,There is no woman combing her hair,0.0,0.23142798
1181,A woman is cooking prawns,A woman is combing her hair,0.07500000000000001,0.4962226
1182,A woman is not boiling shrimps,A woman is combing her hair,0.125,0.29602453
1183,A woman is boiling shrimps,A woman is combing her hair,0.09999999999999998,0.540444
1184,A man and a woman are hiking through a wooded area,A man and a woman are walking through a wooded area,0.875,0.871948
1185,A man and a woman are walking through a desert area,A man and a woman are walking through a wooded area,0.65,0.57077634
1186,A man and a woman are walking together through wooded areas,A man and a woman are walking together through the woods,0.9750000000000001,0.9678779
1187,A man and a woman are walking together through the woods,A man and a woman are walking together through the city,0.625,0.6677544
1188,A man and a woman are walking together through wooded areas,A man and a woman are walking through a wooded area,0.875,0.98340434
1189,A man and a woman are walking together through the city,A man and a woman are walking through a wooded area,0.475,0.6399907
1190,A man and a woman are hiking through a wooded area,A man and a woman are walking together through the woods,0.825,0.86043966
1191,A man and a woman are walking together through the woods,A man and a woman are walking through a desert area,0.7,0.55357695
1192,A man and a woman are walking together through the woods,A man and a woman are walking through a wooded area,0.8999999999999999,0.9644045
1193,A man is making a speech on a podium,A man is speaking on a podium,0.95,0.95432895
1194,A man is speaking on a podium,There is no man speaking on a podium,0.5,0.2699971
1195,A man is speaking on a podium,A podium is where a man is speaking,0.95,0.9710692
1196,A man is tanking on a stage in front of a crowd,A man is speaking on a stage,0.6,0.7317231
1197,A man is speaking on a stage,There is no man speaking on a stage,0.7,0.30881995
1198,A man is speaking about the stage,A man is speaking on a stage,0.64125,0.78092957
1199,A man is speaking on a podium,A man is tanking on a stage in front of a crowd,0.575,0.52671367
1200,A man is speaking on a podium,There is no man speaking on a stage,0.6,0.22112183
1201,A man is speaking about the stage,A man is speaking on a podium,0.675,0.6516298
1202,A man is making a speech on a podium,A man is speaking on a stage,0.7749999999999999,0.78174984
1203,A man is speaking on a stage,There is no man speaking on a podium,0.675,0.273865
1204,A man is speaking on a stage,A podium is where a man is speaking,0.75,0.8087773
1205,A man is speaking on a stage,A man is speaking on a podium,0.825,0.8263791
1206,A woman is talking on a telephonic device,A woman is talking on a telephone,0.925,0.8055754
1207,A woman is not talking on a telephone,A woman is talking on a telephone,0.625,0.5069677
1208,Two frightened boys are talking on the phone,Two boys are talking on the phone,0.8500000000000001,0.7536497
1209,Two boys are talking on the phone,Two boys are not talking on the phone,0.825,0.49642068
1210,Two frightened boys are talking on the phone,A woman is talking on a telephone,0.42500000000000004,0.40150535
1211,A woman is talking on a telephone,Two boys are not talking on the phone,0.575,0.25218022
1212,A woman is talking on a telephonic device,Two boys are talking on the phone,0.375,0.37114176
1213,A woman is not talking on a telephone,Two boys are talking on the phone,0.44999999999999996,0.2000934
1214,A woman is talking on a telephone,Two boys are talking on the phone,0.525,0.5594083
1215,A monkey is wading through a marsh,A monkey is wading through a river,0.75,0.91057473
1216,There is no monkey wading through a marsh,A monkey is wading through a marsh,0.65,0.48917982
1217,A small monkey is walking in the river,A small monkey is walking through water,0.825,0.88544124
1218,A small monkey is walking through water,A monkey isn't walking through water,0.675,0.56852996
1219,A small monkey is walking in the river,A monkey is wading through a marsh,0.725,0.84276044
1220,A monkey is wading through a marsh,A monkey isn't walking through water,0.55,0.47564605
1221,A monkey is wading through a river,A small monkey is walking through water,0.825,0.7680336
1222,A small monkey is walking through water,There is no monkey wading through a marsh,0.675,0.4333256
1223,A small monkey is walking through water,A monkey is wading through a marsh,0.7749999999999999,0.79914063
1224,A man is slicing a bun,A man is cutting a bun,0.95,0.97898555
1225,A man is slicing a bun,There is no man slicing a bun,0.625,0.2526816
1226,A man is slicing a red tomato,A man is slicing a tomato,0.875,0.93045056
1227,A man is slicing a tomato,There is no man slicing a tomato,0.575,0.32165605
1228,A man is slicing a red tomato,A man is slicing a bun,0.55,0.7277112
1229,A man is slicing a bun,There is no man slicing a tomato,0.55,0.2328042
1230,A man is cutting a bun,A man is slicing a tomato,0.475,0.7356033
1231,A man is slicing a tomato,There is no man slicing a bun,0.42500000000000004,0.14939928
1232,A man is slicing a bun,A man is slicing a tomato,0.65,0.7831042
1233,A woman is dancing and singing in the rain,A woman is performing in the rain,0.8500000000000001,0.8376473
1234,A woman is dancing and singing in the rain,There is no woman dancing and singing in the rain,0.7,0.5172096
1235,Some women are dancing and singing ,A woman is dancing and singing with other women,0.95,0.98107123
1236,A woman is dancing and singing alone,A woman is dancing and singing with other women,0.57125,0.76714015
1237,Some women are dancing and singing ,A woman is dancing and singing in the rain,0.7,0.759691
1238,A woman is dancing and singing in the rain,A woman is dancing and singing alone,0.75,0.7289615
1239,A woman is dancing and singing with other women,A woman is performing in the rain,0.6,0.51786506
1240,There is no woman dancing and singing in the rain,A woman is dancing and singing with other women,0.525,0.21871814
1241,A woman is dancing and singing with other women,A woman is dancing and singing in the rain,0.7749999999999999,0.7426723
1242,A woman is removing the peel of a potato,A woman is peeling a potato,0.9750000000000001,0.9042955
1243,A woman is peeling a potato,There is no woman peeling a potato,0.6,0.41406432
1244,A man is slicing a red tomato,A woman is slicing a tomato,0.525,0.70199096
1245,A woman is slicing a tomato,There is no woman slicing a tomato,0.51625,0.36079806
1246,A woman is peeling a potato,A man is slicing a red tomato,0.32499999999999996,0.5106501
1247,There is no woman slicing a tomato,A woman is peeling a potato,0.475,0.3775316
1248,A woman is removing the peel of a potato,A woman is slicing a tomato,0.55,0.8024652
1249,A woman is slicing a tomato,There is no woman peeling a potato,0.2,0.24751788
1250,A woman is peeling a potato,A woman is slicing a tomato,0.5,0.81713665
1251,A woman is amalgamating eggs,A woman is mixing eggs,0.875,0.8824048
1252,There is no woman mixing eggs,A woman is mixing eggs,0.525,0.35956
1253,The hungry woman is eating,The woman is eating,0.825,0.8997583
1254,The woman is eating,The woman is drinking,0.6,0.5383642
1255,The hungry woman is eating,A woman is mixing eggs,0.375,0.5716984
1256,A woman is mixing eggs,The woman is drinking,0.22499999999999998,0.40072918
1257,A woman is amalgamating eggs,The woman is eating,0.2,0.5079264
1258,The woman is eating,There is no woman mixing eggs,0.275,0.15957318
1259,The woman is eating,A woman is mixing eggs,0.30000000000000004,0.6190206
1260,A band is performing on a stage,A band is playing on a stage,0.9750000000000001,0.9936246
1261,A band is not performing on a stage,A band is performing on a stage,0.8999999999999999,0.37495148
1262,A band is performing onstage,A band is playing onstage,0.9750000000000001,0.9914942
1263,A band is playing onstage,There is no band playing,0.7749999999999999,0.16533431
1264,A band is performing onstage,A band is performing on a stage,1.0,0.9642775
1265,A band is performing on a stage,There is no band playing,0.65,0.15359005
1266,A band is playing on a stage,A band is playing onstage,1.0,0.9639171
1267,A band is not performing on a stage,A band is playing onstage,0.825,0.38689637
1268,A band is performing on a stage,A band is playing onstage,0.9750000000000001,0.95981973
1269,A man is shaking a drink,A man is mixing,0.7,0.7396897
1270,There is no man mixing,A man is mixing,0.675,0.20909314
1271,A man is arranging the garden,A man is mowing a lawn,0.5,0.7045599
1272,A man is mowing a lawn,A man is not mowing a lawn,0.8500000000000001,0.35925874
1273,A man is mixing,A man is arranging the garden,0.125,0.45434108
1274,A man is mixing,A man is not mowing a lawn,0.22499999999999998,0.21154636
1275,A man is shaking a drink,A man is mowing a lawn,0.15000000000000002,0.25105327
1276,There is no man mixing,A man is mowing a lawn,0.04999999999999999,0.16579634
1277,A man is mixing,A man is mowing a lawn,0.04999999999999999,0.36382917
1278,A man is dancing,A man is moving gracefully,0.625,0.7144657
1279,A man is sitting,A man is dancing,0.42500000000000004,0.2605291
1280,A man is walking in a yard,A man is walking outside,0.7749999999999999,0.85680556
1281,There is no man walking outside,A man is walking outside,0.8999999999999999,0.4118325
1282,A man is dancing,A man is walking in a yard,0.30000000000000004,0.3483824
1283,There is no man walking outside,A man is dancing,0.15000000000000002,0.21593925
1284,A man is moving gracefully,A man is walking outside,0.55,0.56395423
1285,A man is sitting,A man is walking outside,0.4,0.3896125
1286,A man is dancing,A man is walking outside,0.37124999999999997,0.4906706
1287,A black cat is swinging on a fan,A cat is swinging on a fan,0.875,0.88354415
1288,There is no cat swinging on a fan,A cat is swinging on a fan,0.7,0.45448577
1289,A cat is stuck on a ceiling fan that is moving,A cat is stuck on a moving ceiling fan,1.0,0.9941209
1290,A cat is stuck on a moving ceiling fan,A cat is playing on a moving ceiling fan,0.75,0.93112695
1291,A cat is swinging on a fan,A cat is stuck on a ceiling fan that is moving,0.7749999999999999,0.8685784
1292,A cat is playing on a moving ceiling fan,A cat is swinging on a fan,0.90875,0.9490948
1293,A black cat is swinging on a fan,A cat is stuck on a moving ceiling fan,0.7,0.810228
1294,A cat is stuck on a moving ceiling fan,There is no cat swinging on a fan,0.44999999999999996,0.4884304
1295,A cat is swinging on a fan,A cat is stuck on a moving ceiling fan,0.825,0.86514443
1296,A man is making music with a flute,A man is playing flute,0.95,0.9545969
1297,A man is playing flute,There is no man playing flute,0.625,0.361588
1298,A man is playing baseball with a flute,A man is playing flute,0.575,0.8135763
1299,A man is playing soccer,A man is playing a game with a ball,0.75,0.6561559
1300,There is no man playing soccer,A man is playing soccer,0.95,0.3615626
1301,A man is playing soccer,A soccer man is playing piano,0.4,0.4260791
1302,A man is playing flute,A man is playing a game with a ball,0.125,0.39738435
1303,A man is playing flute,There is no man playing soccer,0.07500000000000001,0.110980436
1304,A soccer man is playing piano,A man is playing flute,0.2,0.46340248
1305,A man is making music with a flute,A man is playing soccer,0.025000000000000022,0.19125019
1306,There is no man playing flute,A man is playing soccer,0.025000000000000022,0.078700304
1307,A man is playing baseball with a flute,A man is playing soccer,0.24125000000000002,0.16121548
1308,A man is playing flute,A man is playing soccer,0.175,0.16768116
1309,A man is frying a tortilla,A man is frying food,0.875,0.8855685
1310,There is no man frying a tortilla,A man is frying a tortilla,0.7,0.42509764
1311,A person is performing a card trick,A person is doing a trick with some cards,0.95,0.96529925
1312,A person is performing a card trick,Nobody is performing a card trick,0.525,0.26838896
1313,A person is doing a trick with some cards,A man is frying a tortilla,0.0,0.14706892
1314,A man is frying a tortilla,Nobody is performing a card trick,0.0,0.055430073
1315,A person is performing a card trick,A man is frying food,0.0,0.17873825
1316,A person is performing a card trick,There is no man frying a tortilla,0.0,0.07871258
1317,A person is performing a card trick,A man is frying a tortilla,0.0,0.16885808
1318,A boy is spanking a man with a plastic sword,A boy is spanking a man with a toy weapon,0.875,0.8820609
1319,A boy is spanking a man with a plastic sword,A boy is spanking a woman with a plastic sword,0.625,0.9250782
1320,A boy is spanking a man with a plastic sword,A man is spanking a boy with a plastic sword,0.65,0.99608934
1321,A boy is whacking a man with a sword,A man is being hit by a kid with a weapon,0.8500000000000001,0.7317313
1322,There is no man being hit,A boy is whacking a man with a sword,0.4,0.09181352
1323,A boy is whacking a man with a sword,A man is whacking a boy with a sword,0.65,0.994967
1324,A boy is spanking a man with a plastic sword,A man is being hit by a kid with a weapon,0.8,0.7269101
1325,There is no man being hit,A boy is spanking a man with a plastic sword,0.625,0.119138665
1326,A man is whacking a boy with a sword,A boy is spanking a man with a plastic sword,0.625,0.90988714
