OG_sentences,gen_sentences,cosine_similarity_BERT,jaccard_similarity_BERT
The person isn't riding a motorbike on a sandy track,person ride bike wet streak,0.38630587,0.5738880965444777
A motorbike rider is jumping over a person on a sandy track,bike runner jump person wet streak,0.78215504,0.5501772510377985
A man is riding a motorbike in the event related to motocross,man ride bike event relevance bike,0.8046926,0.5523482686594913
A person is riding a motorbike in the event related to motocross,person ride bike event relevance bike,0.7771965,0.5457817661134821
There is no person riding a motorbike in the event related to motocross,person ride bike event relevance bike,0.3578729,0.5315283179283142
A motocross rider is giving a motorbike to a person at an event,bike runner giving bike person event,0.766755,0.57334104180336
A pink shirt with white writing on it is being worn by a girl who is lying in the grass,brown shirt white write being garb boy deception lumber,0.23218974,0.4885879661887884
A girl is wearing a pink shirt with white writing on it and is lying in the grass,boy vest brown shirt white write deception lumber,0.2376926,0.46409268038613455
A girl is naked and is standing on the grass,boy wet standing lumber,0.1541369,0.47121210892995197
The young girl with a shirt dyed pink is peacefully lying on the grass,young boy shirt colouring brown quietness deception lumber,0.22965276,0.43407932775361197
The young girl with a pink shirt is peacefully lying on the grass,young boy brown shirt quietness deception lumber,0.282673,0.4400884409745534
The young girl with a pink shirt isn't peacefully lying on the grass,young boy brown shirt quietness deception lumber,0.21596412,0.4707317489844102
The young peaceful girl is lying about the grass found in the pink shirt,young quietness boy deception lumber found brown shirt,0.29439512,0.4542082333564758
A dog of large size is running on the grass with a tennis ball in its mouth,cat enlarge measurement running lumber tournament bottle door,0.18689099,0.4355417754915025
A large dog is running on the grass with a tennis ball in its mouth,enlarge cat running lumber tournament bottle door,0.22480612,0.42333214233318966
There is no large dog running on the grass with a tennis ball in its mouth,enlarge cat running lumber tournament bottle door,0.22353724,0.43905707836151125
A large tennis ball is being used to teach a dog to run in the grass and catch it with its mouth,enlarge tournament bottle being utilisation educate cat running lumber catch door,0.45016384,0.4761282052312579
"A dog, which is large and gray, is difficultly carrying a ball in its mouth and running across the grass",cat enlarge gray hardship carry bottle door running passing lumber,0.35996673,0.5056128286653094
"A dog, which is large and gray, is carrying a ball in its mouth and running across the grass",cat enlarge gray carry bottle door running passing lumber,0.31227124,0.5108299423009157
"A dog, which is large and gray, is dropping a ball from its mouth and stopping in the grass",cat enlarge gray decline bottle door halt lumber,0.13415067,0.5151050763745462
"A large, gray ball is hitting a running dog, which is carrying some grass in its mouth",enlarge gray bottle beat running cat carry lumber door,0.37270766,0.49564709862073264
A man is opening a package that contains headphones,man open package include hearing,0.701355,0.5230019688606262
A man who is wearing headphones is opening a package ,man vest hearing open package,0.7484777,0.5580877661705017
A woman is riding a brown horse,human ride brown cattle,0.59396654,0.48866719007492065
A woman is riding a horse,human ride cattle,0.44786757,0.4550153348180983
There is no woman riding a horse,human ride cattle,0.288957,0.4411485195159912
A man is opening a small package that contains headphones,man open child package include hearing,0.69215316,0.490890484303236
A man is opening a package that doesn't contain headphones,man open package include hearing,0.54594123,0.552625347586239
A man is singing and playing the guitar,man sing performing cigarette,0.68451786,0.538238932689031
A man is singing a song and playing the guitar,man sing song performing cigarette,0.71889174,0.557086463769277
There is no man singing and playing the guitar,man sing performing cigarette,0.25963205,0.5258104984576886
A dog is riding a skateboard,cat ride bike,0.31772932,0.5144788556628757
An animal is riding a skateboard,beast ride bike,0.34126526,0.49002235465579563
There is no dog riding a skateboard,cat ride bike,0.35744295,0.4890890300273895
A sea turtle is hunting for fish,ocean monkey hunting fishing,0.67588305,0.5105180415240201
A sea turtle is hunting for food,ocean monkey hunting food,0.66375744,0.5287518121979453
A sea turtle is not hunting for fish,ocean monkey hunting fishing,0.44976288,0.5078280220429102
A fish is hunting for a turtle in the sea,fishing hunting monkey ocean,0.6759821,0.5221132210322789
The turtle is following the red fish,monkey aftermath brown fishing,0.34804004,0.44732311367988586
The turtle is following the fish,monkey aftermath fishing,0.41996646,0.46894723176956177
The turtle isn't following the fish,monkey aftermath fishing,0.38987672,0.4742257744073868
The fish is following the turtle,fishing aftermath monkey,0.41416955,0.47308225035667417
A man is driving a car,man driver car,0.90169275,0.5688569943110148
The car is being driven by a man,car being driver man,0.89481723,0.5799059669176737
There is no man driving the car,man driver car,0.4222744,0.5269470572471618
A woman is dipping a prawn in batter,human dip rib beat,0.43518987,0.49398029276302885
A woman is dipping a shrimp in batter,human dip rib beat,0.38945103,0.47699342782680804
There is no woman dipping a shrimp in batter,human dip rib beat,0.18119743,0.49125154103551594
A man is playing a guitar under a windows,man performing cigarette door,0.44783747,0.5031358645512507
A man is playing a guitar,man performing cigarette,0.49819133,0.5045508278740777
There is no man playing a guitar,man performing cigarette,0.20250005,0.4818428635597229
A man is playing a piano at a concert,man performing sing congress,0.44920325,0.5503611197838416
A man is playing a piano,man performing sing,0.3720036,0.5442472563849555
There is no man playing a piano,man performing sing,0.1331624,0.5124452114105225
A woman is adding ingredients to a big bowl,human plus component enlarge bottle,0.19706792,0.40294331312179565
A woman is adding ingredients to a bowl,human plus component bottle,0.17737037,0.44856589039166767
A woman is removing ingredients from a bowl,human disposal component bottle,0.376422,0.44775407016277313
A woman is cracking some eggs into a bowl,human crunch meat bottle,0.36798614,0.39802435728219837
A woman is cracking some eggs into a container,human crunch meat container,0.38208795,0.4227718710899353
A woman is cracking some eggs outside a bowl,human crunch meat exterior bottle,0.35058752,0.4154267523969923
A woman is slicing a carrot,human cutting citrus,0.38671386,0.48528814911842344
A carrot is being sliced by a woman,citrus being cutting human,0.43204862,0.5064093371232351
There is no woman slicing a carrot,human cutting citrus,0.23462921,0.4854930747639049
A potato is being sliced by a woman,fruit being cutting human,0.41110003,0.4804611454407374
A woman is slicing a potato,human cutting fruit,0.2887555,0.44973310828208923
There is no woman slicing a potato,human cutting fruit,0.20029108,0.4440425526012074
A woman is cooking prawns,human cook rib,0.52567995,0.4758247335751851
A woman is boiling shrimps,human burn rib,0.2696247,0.4739615678787231
A woman is not boiling shrimps,human burn rib,0.16153353,0.45976063880053436
A woman is combing her hair,human cutting hair,0.6363036,0.4879747986793518
A woman is arranging her hair,human planning hair,0.6628349,0.468343061208725
There is no woman combing her hair,human cutting hair,0.27125812,0.46003487977114593
A man and a woman are hiking through a wooded area,man human ride timber region,0.4882475,0.5021845908725963
A man and a woman are walking through a wooded area,man human going timber region,0.4748476,0.5274579209439895
A man and a woman are walking through a desert area,man human going valley region,0.33902937,0.5125791430473328
A man and a woman are walking together through wooded areas,man human going assemble timber region,0.37378824,0.49837137593163383
A man and a woman are walking together through the woods,man human going assemble timber,0.3686332,0.4935150817036629
A man and a woman are walking together through the city,man human going assemble suburb,0.39336082,0.47778088599443436
A man is making a speech on a podium,man fabricate speech stadium,0.63651884,0.5191504742418017
A man is speaking on a podium,man saying stadium,0.55227405,0.540367990732193
There is no man speaking on a podium,man saying stadium,0.2064754,0.5065920569679954
A podium is where a man is speaking,stadium man saying,0.6238537,0.5275728431614962
A man is tanking on a stage in front of a crowd,man pillaging stage top heap,0.6254737,0.5321921016040602
A man is speaking on a stage,man saying stage,0.8699504,0.5940528512001038
There is no man speaking on a stage,man saying stage,0.2884738,0.5685416460037231
A man is speaking about the stage,man saying stage,0.8548135,0.6039159238338471
A woman is talking on a telephonic device,human talking television plant,0.431073,0.5028661659785679
A woman is talking on a telephone,human talking telephone,0.79828405,0.5223002254962921
A woman is not talking on a telephone,human talking telephone,0.4560486,0.5023966810920022
Two frightened boys are talking on the phone,two frighten boy talking phone,0.9298925,0.583854079246521
Two boys are talking on the phone,two boy talking phone,0.9613744,0.5840377915989269
Two boys are not talking on the phone,two boy talking phone,0.49723023,0.5832750598589579
A monkey is wading through a marsh,monkey swimming excavate,0.77511,0.5382413864135742
A monkey is wading through a river,monkey swimming lake,0.85909903,0.5557707439769398
There is no monkey wading through a marsh,monkey swimming excavate,0.31631333,0.5350027481714884
A small monkey is walking in the river,child monkey going lake,0.7698971,0.5225226084391276
A small monkey is walking through water,child monkey going watercolor,0.7372789,0.4745290550318631
A monkey isn't walking through water,monkey going watercolor,0.45553857,0.5387154871767218
A man is slicing a bun,man cutting good,0.43108726,0.5545414626598358
A man is cutting a bun,man cutting good,0.47326022,0.5427383581797282
There is no man slicing a bun,man cutting good,0.077105016,0.5136026035655629
A man is slicing a red tomato,man cutting brown citrus,0.6001353,0.520288939277331
A man is slicing a tomato,man cutting citrus,0.6878505,0.5638715922832489
There is no man slicing a tomato,man cutting citrus,0.30463162,0.550802160393108
A woman is dancing and singing in the rain,human dancing sing precipitation,0.68381,0.4539005438486735
A woman is performing in the rain,human performing precipitation,0.4552042,0.4208708455165227
There is no woman dancing and singing in the rain,human dancing sing precipitation,0.36967105,0.4705651216208935
Some women are dancing and singing ,human dancing sing,0.7045398,0.4168053865432739
A woman is dancing and singing with other women,human dancing sing human,0.703257,0.4528496265411377
A woman is dancing and singing alone,human dancing sing person,0.5814305,0.44759517366235907
A woman is removing the peel of a potato,human disposal skin fruit,0.30614728,0.4571148936565106
A woman is peeling a potato,human cutting fruit,0.27398938,0.41789397928449845
There is no woman peeling a potato,human cutting fruit,0.18134275,0.4157892167568207
A woman is slicing a tomato,human cutting citrus,0.4079081,0.46909422874450685
There is no woman slicing a tomato,human cutting citrus,0.25057232,0.476787653836337
A woman is amalgamating eggs,human joining meat,0.29552904,0.46495874524116515
A woman is mixing eggs,human mixture meat,0.30482516,0.4002464935183525
There is no woman mixing eggs,human mixture meat,0.14156604,0.39238688680860734
The hungry woman is eating,longing human eat,0.72223234,0.4261040753788418
The woman is eating,human eat,0.5433466,0.486712912718455
The woman is drinking,human liquor,0.5007862,0.4435019890467326
A band is performing on a stage,band performing stage,0.9649508,0.592692756652832
A band is playing on a stage,band performing stage,0.9629502,0.572638350725174
A band is not performing on a stage,band performing stage,0.41300637,0.5801629532467235
A band is performing onstage,band performing exterior,0.7748914,0.5790602167447408
A band is playing onstage,band performing exterior,0.76401687,0.5546772281328837
There is no band playing,band performing,0.19659875,0.533335132258279
A man is shaking a drink,man quake liquor,0.6191009,0.4744424343109131
A man is mixing,man mixture,0.77697206,0.5702458918094635
There is no man mixing,man mixture,0.26443964,0.5314094168799264
A man is arranging the garden,man planning plant,0.77415806,0.5067614257335663
A man is mowing a lawn,man cutting floor,0.544425,0.5615499794483185
A man is not mowing a lawn,man cutting floor,0.2389253,0.5491190769455649
A man is dancing,man dancing,0.9913776,0.6036604940891266
A man is moving gracefully,man going gracefulness,0.9092269,0.47045650807293976
A man is sitting,man sit,0.98198414,0.6020965178807577
A man is walking in a yard,man going court,0.40539992,0.535947608947754
A man is walking outside,man going exterior,0.67801595,0.5529433637857437
There is no man walking outside,man going exterior,0.32893243,0.5301951964696249
A black cat is swinging on a fan,grey cat turning lover,0.6434155,0.5325013399124146
A cat is swinging on a fan,cat turning lover,0.69802076,0.5578259289264679
There is no cat swinging on a fan,cat turning lover,0.28856194,0.5230247595093467
A cat is stuck on a ceiling fan that is moving,cat halt floor lover going,0.71550083,0.5563482418656349
A cat is stuck on a moving ceiling fan,cat halt going floor lover,0.7302989,0.5291203090122768
A cat is playing on a moving ceiling fan,cat performing going floor lover,0.82430893,0.5313084423542023
A man is making music with a flute,man fabricate song pitch,0.50016904,0.522698347057615
A man is playing flute,man performing pitch,0.36316806,0.5351015395588345
There is no man playing flute,man performing pitch,0.092049055,0.5150168597698211
A man is playing baseball with a flute,man performing bison pitch,0.42160892,0.4826070027691977
A man is playing soccer,man performing league,0.54697376,0.4106280356645584
A man is playing a game with a ball,man performing player bottle,0.66161036,0.5134360469304599
There is no man playing soccer,man performing league,0.14530677,0.4048640992906358
A soccer man is playing piano,league man performing sing,0.34557694,0.430352121591568
A man is frying a tortilla,man burn wheel,0.40785223,0.5036231875419617
A man is frying food,man burn food,0.7333262,0.5593478679656982
There is no man frying a tortilla,man burn wheel,0.24117136,0.4963244557380676
A person is performing a card trick,person performing bill deception,0.5761504,0.4618361294269562
A person is doing a trick with some cards,person deception bill,0.4509632,0.446356686261984
Nobody is performing a card trick,person performing bill deception,0.23959023,0.3781081438064575
A boy is spanking a man with a plastic sword,boy pillaging man glassware handgun,0.7478342,0.47236454173138265
A boy is spanking a man with a toy weapon,boy pillaging man player handgun,0.75605017,0.4933694402376811
A boy is spanking a woman with a plastic sword,boy pillaging human glassware handgun,0.63979733,0.4508447772578189
A man is spanking a boy with a plastic sword,man pillaging boy glassware handgun,0.7611228,0.46713346242904663
A boy is whacking a man with a sword,boy pillaging man handgun,0.7336161,0.530988659709692
A man is being hit by a kid with a weapon,man being beat child handgun,0.8476541,0.5781448343220879
There is no man being hit,man being beat,0.22497469,0.5324534707599216
A man is whacking a boy with a sword,man pillaging boy handgun,0.7398337,0.5259500667452812
The young lady is measuring the ankle of another woman,young mother measurement leg alter human,0.64669776,0.48406146466732025
The lady is measuring the ankle of another woman,mother measurement leg alter human,0.5712254,0.4793583793299539
The lady isn't measuring the ankle of another woman,mother measurement leg alter human,0.50092137,0.48715759813785553
The woman is measuring the other woman,human measurement human,0.40217602,0.4494201004505157
A woman is being measured by another woman,human being measurement alter human,0.43242636,0.38078295726042527
The woman is measuring a man,human measurement man,0.45901853,0.5064816872278849
A man is talking on the phone,man talking phone,0.963627,0.6235590875148773
A man is making a phone call,man fabricate phone call,0.9288214,0.5138573149840037
There is no man making a phone call,man fabricate phone call,0.30895457,0.5053712129592896
A man is talking on a cell phone,man talking brain phone,0.8501513,0.55747389793396
A man is making a call on a cell phone,man fabricate call brain phone,0.74691945,0.5075160898268223
A man is hanging up the phone,man concealing phone,0.7335522,0.49089233080546063
An animal is rolling from side to side in a garden,beast turning page page plant,0.340995,0.4844198115170002
A dog is rolling from side to side,cat turning page page,0.20079572,0.4827740093072255
There is no dog rolling from side to side,cat turning page page,0.06501264,0.482792106958536
A cute puppy is repeatedly rolling from side to side on its back,charm cat multiple turning page page backlash,0.24332014,0.4704521042960031
A puppy is repeatedly rolling from side to side on its back,cat multiple turning page page backlash,0.3075059,0.48981146749697235
There is no puppy rolling,cat turning,0.2651847,0.46066286734172274
A machine is sharpening a pencil,motor cutting manuscript,0.6238667,0.4795189559459686
A pencil is being sharpened,manuscript being chasten,0.39974308,0.5045217096805572
A machine is sharpening a knife,motor cutting handgun,0.5985441,0.46087704463438556
The machine is shaving the end of a pencil,motor cutting end manuscript,0.39418903,0.5421527240957532
A pencil is being shaved by the machine,manuscript being cutting motor,0.46918464,0.5549497925318204
The machine is not shaving a pencil,motor cutting manuscript,0.23222595,0.48099750822240656
A man is playing a keyboard in a park,man performing computer stadium,0.67655486,0.489253805233882
A man is playing a keyboard,man performing computer,0.79948264,0.4889606502321031
A pianist is playing the keyboard,singer performing computer,0.648855,0.49218541383743286
A person is playing the keyboard,person performing computer,0.79082537,0.47390927208794487
A person is not playing the keyboard,person performing computer,0.36199793,0.4691707491874695
There is no man playing a keyboard,man performing computer,0.23400328,0.4638416111469269
A man is rinsing a large steak,man disposal enlarge meat,0.691859,0.44428278849675107
A man is rinsing a large piece of meat,man disposal enlarge component meat,0.79434407,0.45921045169234276
A man is not rinsing a large steak,man disposal enlarge meat,0.472929,0.45855546849114553
A steak is being rinsed with water by a person,meat being wet watercolor person,0.7025661,0.508216880261898
A person is rinsing a steak with water,person disposal meat watercolor,0.6425532,0.4589015795634343
Nobody is rinsing a steak with water,person disposal meat watercolor,0.3969168,0.42290539542833966
A person is chopping a red onion,person cutting brown rib,0.4483885,0.5180772095918655
A person is chopping an onion,person cutting rib,0.48724672,0.5501125276088714
A person is not chopping an onion,person cutting rib,0.15576169,0.5508243170651522
A person is riding an old motorcycle,person ride senior bike,0.686046,0.5121696483005177
A person is riding a motorcycle,person ride bike,0.81949914,0.5639479491445754
A person is standing near a motorcycle,person standing neighborhood bike,0.72591376,0.5170835960995067
A sad man is crying,regret man sing,0.65868104,0.4937586337327957
A man is crying,man sing,0.44115067,0.5350637336572012
A man is laughing,man humour,0.82545924,0.5110953251520792
A man is screaming,man exclaim,0.76610464,0.5060599786894662
A man is scared,man frighten,0.89300466,0.5070345401763916
There is no man screaming,man exclaim,0.24102071,0.47284703701734543
Butter is being chopped into a container by a man,butter being cutting container man,0.9078462,0.6013606826464335
A man is chopping butter into a container,man cutting butter container,0.9265034,0.5890578306638278
A man is chopping butter into a small container,man cutting butter child container,0.8816335,0.5257108608881632
A prawn is being cut by a woman,rib being cut human,0.5546601,0.52895921927232
A woman is cutting shrimps,human cutting rib,0.35484716,0.46699433856540257
A woman is not cutting shrimps,human cutting rib,0.17467245,0.46523306965827943
Men are sawing logs,human cutting recording,0.33588585,0.49047190696001053
Men are cutting wood,human cutting timber,0.7948801,0.47894585132598877
Women are sawing logs,human cutting recording,0.35181785,0.45229748636484146
Some men are sawing,human cutting,0.42520553,0.4637278573853629
Men are sawing,human cutting,0.49307883,0.5049124459425608
There are no men sawing,human cutting,0.21987832,0.4800715893507004
A woman is washing her feet,human swimming leg,0.4249246,0.45647428433100384
A woman is brushing her feet,human cutting leg,0.42604753,0.4475290642844306
A woman is brushing her hand,human cutting hands,0.5083557,0.4535246094067891
A woman is chopping a red onion,human cutting brown rib,0.29665667,0.42752689123153687
A woman is chopping an onion,human cutting rib,0.31048116,0.43842422366142275
A woman is not chopping an onion,human cutting rib,0.17741224,0.44507215239784936
A man is not playing a guitar,man performing cigarette,0.31009254,0.4981277287006378
A musician is playing a keyboard,singer performing computer,0.66304404,0.5087663796212938
A man is playing an electric guitar,man performing motor cigarette,0.44836798,0.46967664090069855
A man is spitting on the ground,man stifle floor,0.5420244,0.555761327346166
A man is spitting,man stifle,0.64889395,0.5359276831150055
There is no man spitting,man stifle,0.3937518,0.5055319997999403
A man is talking on the radio,man talking television,0.5389762,0.5700774729251862
A man is talking,man talking,0.9882499,0.606789251168569
A man is spreading dough,man spreading butter,0.8619138,0.5577937439084053
Dough is being spread by a man,butter being spread man,0.8345052,0.5998846739530563
A man is lumping dough,man pillaging butter,0.798658,0.5205547332763671
A woman is slicing meat with a sharp knife,human cutting meat chasten handgun,0.6577064,0.42003751502317543
A woman is slicing meat with a knife,human cutting meat handgun,0.6693499,0.46513834595680237
There is no woman slicing meat with a knife,human cutting meat handgun,0.347856,0.46807732979456584
A happy baby is laughing,joy child humour,0.8708287,0.47416745126247406
A baby is laughing,child humour,0.8527151,0.4901561141014099
A baby is crying,child sing,0.35355276,0.5373840828736623
A man is exercising,man performing,0.80355656,0.5568182071050009
A man is doing physical activity,man physics event,0.43780634,0.45069894525739884
A man is resting,man rest,0.93384814,0.5913783609867096
Three men are jumping off a tall wall,two human jump long mural,0.6626158,0.43378703869306123
Three men are jumping off a wall,two human jump mural,0.6215431,0.4446898265318437
Three men are jumping on a wall,two human jump mural,0.6352829,0.4459143714471297
"Three young men are furiously running, jumping and kicking near a vending machine",two young human fury running jump kick neighborhood sale motor,0.6975039,0.4823901785744561
"Three young men are running, jumping and kicking near a vending machine",two young human running jump kick neighborhood sale motor,0.6917982,0.4699953659014268
"There is no man running, jumping and kicking near a vending machine",man running jump kick neighborhood sale motor,0.3290104,0.5127529442310333
A deer is jumping over a cyclone fence,fox jump quake framework,0.4569755,0.5079115589459737
A deer is jumping over a wall,fox jump mural,0.46255738,0.493930447101593
A deer is standing inside a fence,fox standing inside framework,0.5742414,0.5501186847686768
The deer is jumping over the low fence,fox jump lower framework,0.49039015,0.5290061881144842
The deer is jumping over the fence,fox jump framework,0.44431588,0.5240017294883728
The deer is not jumping over the fence,fox jump framework,0.24796858,0.5194343220103871
The oil is being stirred by a man,oil being confuse man,0.65140104,0.6430626694972699
The man is stirring oil,man confuse oil,0.6312828,0.5822868943214417
The man is not stirring oil,man confuse oil,0.52016354,0.5838340653313531
The man is stirring the sauce for the chicken,man confuse sauce bird,0.4441185,0.5915492818905757
The man is cooking sauce for the meat,man cook sauce meat,0.9301752,0.5964077909787496
The man is not stirring the sauce for the chicken,man confuse sauce bird,0.5273242,0.5782024817807334
A man is playing guitar,man performing cigarette,0.49722514,0.47797128558158875
There is no man playing guitar,man performing cigarette,0.2083515,0.4587652352121141
A man is strumming a guitar,man tenseness cigarette,0.40944564,0.5077133178710938
Three boys in karate uniform are sparring,two boy combat clothing fighting,0.77646947,0.42949993908405304
Three boys in karate costumes are fighting,two boy combat clothing fighting,0.8452982,0.4531154582897822
Three boys in karate costumes aren't fighting,two boy combat clothing fighting,0.4805869,0.4845746159553528
Three men are practicing karate in a field,two human performing combat territory,0.43518698,0.4033913016319275
Three men are practicing karate outdoors,two human performing combat exterior,0.45905963,0.3803866613994945
Three men are practicing karate in a gym,two human performing combat stadium,0.45533872,0.3710177494929387
Some women are holding each other in a circle and dancing,human seizing turn dancing,0.64055353,0.44169964641332626
A few women are holding each other and dancing together,human seizing dancing assemble,0.6182673,0.44837048451105754
A woman is dancing alone,human dancing person,0.53838074,0.40352819859981537
Two men are playing table tennis,two human performing tableware tournament,0.5122968,0.3714912285407384
Two men are playing ping pong,two human performing pitch pitch,0.2759401,0.4015879360112277
Two men are playing table football,two human performing tableware stadium,0.43040663,0.3739130248626073
A woman is cutting broccoli,human cutting balcony,0.1963996,0.41982807219028473
A woman is slicing vegetables,human cutting fruit,0.43205124,0.45074870189030963
There is no woman cutting broccoli,human cutting balcony,0.111880496,0.44307367669211495
A woman is cutting some flowers,human cutting fruit,0.48034638,0.39682665798399186
A woman is cutting some plants,human cutting plant,0.6951055,0.42043636904822457
A woman is planting some flowers,human plant fruit,0.37196195,0.38182589080598617
A white horse is standing,white cattle standing,0.8276882,0.5625741481781006
A horse is standing,cattle standing,0.7211029,0.5731397469838461
A horse is running,cattle running,0.74137133,0.568513015906016
A woman is cutting a white onion,human cutting white rib,0.5408378,0.45917908170006494
A woman is cutting an onion,human cutting rib,0.34357047,0.41360851128896076
There is no woman cutting an onion,human cutting rib,0.121663205,0.4497141599655151
A cat is playing a piano,cat performing sing,0.70956653,0.5555040571424696
A cat is playing a keyboard,cat performing computer,0.91472536,0.5094710853364732
There is no cat playing a keyboard,cat performing computer,0.386715,0.4793535888195038
A musician is playing two keyboards,singer performing two tableware,0.49673522,0.48254911104838055
A man is playing two keyboards,man performing two tableware,0.529641,0.4686211595932643
There is no man playing two keyboards,man performing two tableware,0.1703727,0.4691541286615225
Mimes are performing on a small stage,mother performing child stage,0.5138515,0.5022886643807093
Mimes are performing on a stage,mother performing stage,0.5766758,0.5681644380092621
There are no mimes performing,pretending performing,0.2304717,0.47456492318047416
The men are acting on a stage,human performing stage,0.58802503,0.5271200656890869
The men are performing on stage,human performing stage,0.64474463,0.5014924804369608
Two men are leaving the stage,two human leaving stage,0.8129123,0.5267942488193512
A man is carrying a tree,man carry timber,0.8182745,0.5798852245012919
A man is carrying a plant,man carry plant,0.967545,0.588103453318278
A man is dropping a tree,man decline timber,0.64925325,0.5508375962575277
A man is picking up a tree,man seizing timber,0.71633685,0.5322902040048079
A tree is being picked up by a man,timber being found man,0.7272978,0.5686015991064218
A man is planting a tree,man plant timber,0.82193446,0.5571255418989394
A man is passionately playing the guitar,man fervor performing cigarette,0.51939,0.4752466265971844
A man is playing the guitar,man performing cigarette,0.48078927,0.5064147379663255
There is no man playing the guitar,man performing cigarette,0.20698018,0.48209545612335203
A man is playing the guitar owner,man performing cigarette ownership,0.50976366,0.49552715908397327
A trumpet is being played by a person,band being player person,0.41905206,0.5396583447089562
A person is playing a trumpet,person performing band,0.4694972,0.5369655847549438
A person is stopping playing a trumpet ,person halt performing band,0.5489508,0.5424817949533463
A person is listening to a trumpet playing,person hearing band performing,0.5654063,0.5385323396095862
The badger is burrowing a hole,badge pillaging gate,0.3720584,0.5530691605347854
A hole is being burrowed by the badger,gate being excavate badge,0.42707354,0.5596424902186674
The badger isn't burrowing a hole,badge pillaging gate,0.20817268,0.5508444627126058
"A badger, which is shrewd, is digging the earth",bovine wit excavate floor,0.5717294,0.6001748472452164
A badger is shrewdly digging the earth,badge wit excavate floor,0.49485138,0.5246411114931107
There is no badger shrewdly digging the earth,badge wit excavate floor,0.26591986,0.5296611119719112
Some liquid is being poured into a pan by a man,liquify being shot dish man,0.5874,0.4427506923675537
A man is pouring liquid into a pot,man flowing liquify bottle,0.64257044,0.4660041459969112
There is no man pouring liquid into a pot,man flowing liquify bottle,0.26469386,0.46869006554285686
The chef is carefully pouring oil in the pan,cook attention flowing oil dish,0.73371387,0.49319691743169514
The chef is carefully pouring some oil into a pan,cook attention flowing oil dish,0.72750413,0.48476768334706627
The chef is carefully drying the oil from the pan,cook attention dry oil dish,0.6792098,0.49128963947296145
The man is typing on a machine used for stenography,man print motor utilisation cinematography,0.434919,0.4445753229988946
A man is typing on a machine used for stenography,man print motor utilisation cinematography,0.4686614,0.438580443461736
A man is putting away a stenograph machine,man put leaving manuscript motor,0.5999403,0.531746004308973
The man is cautiously operating a stenograph,man attention performing manuscript,0.5235208,0.5812743987355914
The man is operating a stenograph,man performing manuscript,0.45526367,0.5881550431251525
The man isn't operating a stenograph,man performing manuscript,0.23145783,0.5930315454800924
The man needs a stenograph to operate ,man necessary manuscript perform,0.5453485,0.5537780473629633
A snake is being fed a mouse by a man,monkey being feed monkey man,0.6066697,0.5393422722816468
One man is feeding a mouse to the snake,person man feeding monkey monkey,0.63286346,0.5131875787462506
No snake is being fed a mouse by a man,monkey being feed monkey man,0.3564485,0.5230537096659342
A poor man is being fed snakes and mice,incompetent man being feed monkey monkey,0.640993,0.43224949272055374
The man is carefully feeding a mouse to the snake,man attention feeding monkey monkey,0.61334825,0.5346638202667237
The man is cautiously feeding a mouse to the snake,man attention feeding monkey monkey,0.6361269,0.5706927706213558
The man isn't cautiously feeding a mouse to the snake,man attention feeding monkey monkey,0.5262708,0.5724857951465406
A guy is cheerfully playing with the footbag,boy joy performing leg,0.6425109,0.5674298788819995
A guy is cheerfully playing with a footbag,boy joy performing leg,0.6241486,0.5662676649434226
There is a guy cheerfully playing with a footbag,boy joy performing leg,0.6299925,0.558043611049652
The man is austerely playing a piano,man slow performing sing,0.35269672,0.5824938049683204
The man is playing a piano,man performing sing,0.33464575,0.5501009027163187
The man isn't playing the piano,man performing sing,0.30056924,0.557610506361181
A man is mixing a few ingredients in a bowl,man mixture component bottle,0.5464731,0.5123161120074136
Some ingredients are being mixed in a bowl by a person,component being mixture bottle person,0.51670307,0.520520307123661
Some ingredients are being separated in a bowl by a person,component being distinguish bottle person,0.5486468,0.5285734347999096
A person is bowling the ingredients to the man at the mixer,person pillaging component man mixture,0.6279036,0.5638021164470248
A woman is vigorously breaking two eggs in a bowl.,human earnestness break two meat bottle,0.52135015,0.43137463331222536
A woman is breaking two eggs in a bowl,human break two meat bottle,0.52901196,0.44884832416261944
There is no woman breaking eggs in a bowl,human break meat bottle,0.20403218,0.45120370846528274
A woman is bowling two eggs to a break dancer ,human pillaging two meat break dancing,0.6513076,0.45945895770016837
The girl is recklessly jumping onto a car,boy incompetent jump entering car,0.64167035,0.450930784145991
The girl is recklessly jumping onto a vehicle,boy incompetent jump entering automobile,0.5850277,0.4428089890215132
The girl isn't jumping onto the car recklessly,boy jump entering car incompetent,0.4284643,0.4835641413927078
A car is riskily jumping over a girl,car threaten jump boy,0.76053894,0.529412751014416
One young lady is jumping on the car,person young mother jump car,0.85717267,0.4895541209440965
One girl is jumping on the car,person boy jump car,0.6412096,0.4466839920390736
There is no girl jumping into the car,boy jump car,0.37691224,0.4673015529459173
A girl is on a jumping car,boy jump car,0.65839726,0.521073317527771
One woman is slowly peeling a potato,person human slow cutting fruit,0.45124033,0.4092886249224345
One woman is peeling a potato,person human cutting fruit,0.253245,0.3617809295654297
A woman is throwing a potato peel,human shoot fruit skin,0.23690924,0.4163833206350153
A woman is peeling the potato,human cutting fruit,0.24269854,0.42171145147747463
The potato is being peeled by a woman,fruit being wet human,0.15882769,0.45375695327917737
